orifice_width,aspect_ratio,flow_rate_ratio,capillary_number,normalized_oil_inlet,normalized_water_inlet,expansion_ratio,depth,hyd_d,droplet_size,normalized_size,normalized_hyd_size,generation_rate,q_in,viscosity_ratio
100,3,19,0.089833333,3.5,3,2,300,150,74.94,0.7494,0.4996,56.41,44.63562753,57.2
100,2.5,19,0.19008,3,2.5,6,250,142.8571429,74.81,0.7481,0.52367,100,78.70445344,57.2
100,1.96,8,0.230164948,2.44,2,4.87,196,132.4324324,74.14,0.7414,0.559832653,230.51,177.4523466,57.2
175,1,14,0.154749742,2.49,3.02,5.96,175,175,73.75,0.421428571,0.421428571,140.85,106.5257184,57.2
100,2,10,0.103125,2.5,2,5,200,133.3333333,73.54,0.7354,0.55155,86.81,64.90384615,57.2
175,1,13,0.268232886,2.49,3.02,5.96,175,175,73.13,0.417885714,0.417885714,269.63,198.8480078,57.2
75,3,13,0.075428571,4,4,6,225,112.5,73.1,0.974666667,0.649777778,41.95,30.8114962,57.2
75,2,13,0.0792,3,3,4,150,100,73.01,0.973466667,0.7301,29.47,21.56804734,57.2
75,2.5,13,0.077,3.5,3.5,5,187.5,107.1428571,72.8,0.970666667,0.679466667,36.13,26.21116864,57.2
100,1.96,8,0.306886598,2.44,2,4.87,196,132.4324324,72.78,0.7278,0.549563265,324.83,236.6031288,57.2
75,3,8,0.171428571,4,4,6,225,112.5,72.73,0.969733333,0.646488889,156.94,113.7924575,57.2
125,1,10,0.2156,3.5,2.5,4,125,125,72.64,0.58112,0.58112,147.08,106.0096154,57.2
100,1,6,0.086204082,4,3.5,3,100,100,72.41,0.7241,0.7241,63.34,45.21193093,57.2
125,1,16,0.1078,3.5,2.5,4,125,125,72.12,0.57696,0.57696,46.98,33.12800481,57.2
100,2,16,0.0515625,2.5,2,5,200,133.3333333,72.02,0.7202,0.54015,28.88,20.28245192,57.2
125,1,13,0.1078,3.5,2.5,4,125,125,71.93,0.57544,0.57544,58.27,40.77292899,57.2
75,1,10,0.044,2,2,2,75,75,71.76,0.9568,0.9568,11.21,7.788461538,57.2
75,2,22,0.0396,3,3,4,150,100,71.76,0.9568,0.7176,9.17,6.372377622,57.2
175,1,14,0.206332989,2.49,3.02,5.96,175,175,71.64,0.409371429,0.409371429,204.85,142.0342913,57.2
100,2,13,0.103125,2.5,2,5,200,133.3333333,71.54,0.7154,0.53655,72.53,49.9260355,57.2
100,1,16,0.043102041,4,3.5,3,100,100,71.36,0.7136,0.7136,12.41,8.477237049,57.2
100,1.5,13,0.088,2,4,4,150,120,71.33,0.7133,0.594416667,46.82,31.95266272,57.2
125,1,8,0.081666667,3.5,2.5,4,125,125,71.32,0.57056,0.57056,73.4,50.19394668,57.2
125,1,10,0.4312,3.5,2.5,4,125,125,71.31,0.57048,0.57048,311.04,212.0192308,57.2
75,2.5,16,0.077,3.5,3.5,5,187.5,107.1428571,71.09,0.947866667,0.663506667,31.53,21.29657452,57.2
100,2,10,0.20625,2.5,2,5,200,133.3333333,70.92,0.7092,0.5319,193.55,129.8076923,57.2
175,1,20,0.051583247,2.49,3.02,5.96,175,175,70.88,0.405028571,0.405028571,37.01,24.85600097,57.2
125,1.5,19,0.100571429,4,3,5,187.5,150,70.85,0.5668,0.472333333,58.39,39.03990746,57.2
75,3,8,0.228571429,4,4,6,225,112.5,70.76,0.943466667,0.628977778,227.21,151.7232767,57.2
75,1.5,19,0.04125,2.5,2.5,3,112.5,90,70.45,0.939333333,0.782777778,8.77,5.764486336,57.2
175,1,19,0.06875,2.5,3,6,175,175,70.3,0.401714286,0.401714286,53.38,34.87158401,57.2
75,3,19,0.075428571,4,4,6,225,112.5,70.28,0.937066667,0.624711111,32.3,21.08155003,57.2
175,1,22,0.1375,2.5,3,6,175,175,69.62,0.397828571,0.397828571,94.92,60.23273601,57.2
100,1.96,14,0.076721649,2.44,2,4.87,196,132.4324324,69.43,0.6943,0.524267347,53.46,33.80044698,57.2
75,3,22,0.075428571,4,4,6,225,112.5,69.43,0.925733333,0.617155556,28.94,18.20679321,57.2
100,1,10,0.086204082,4,3.5,3,100,100,69.23,0.6923,0.6923,43.49,27.12715856,57.2
100,1.5,10,0.176,2,4,4,150,120,69.12,0.6912,0.576,133.8,83.07692308,57.2
150,1,16,0.0594,3,4,5,150,150,69.05,0.460333333,0.460333333,42.47,26.28605769,57.2
125,1,13,0.2156,3.5,2.5,4,125,125,69.01,0.55208,0.55208,131.97,81.54585799,57.2
75,3,14,0.057142857,4,4,6,225,112.5,68.7,0.916,0.610666667,35.48,21.67475382,57.2
175,1,22,0.06875,2.5,3,6,175,175,68.35,0.390571429,0.390571429,50.17,30.11636801,57.2
75,1.5,16,0.04125,2.5,2.5,3,112.5,90,68.13,0.9084,0.757,11.52,6.845327524,57.2
75,1.5,22,0.04125,2.5,2.5,3,112.5,90,67.66,0.902133333,0.751777778,8.55,4.978420017,57.2
75,2.02,8,0.116528257,2.94,3.04,4.02,151.5,100.3311258,67.57,0.900933333,0.673469967,89.44,52.08247768,57.2
175,1,16,0.1375,2.5,3,6,175,175,67.44,0.385371429,0.385371429,143.62,82.82001202,57.2
150,1,22,0.1188,3,4,5,150,150,67.39,0.449266667,0.449266667,66.44,38.23426573,57.2
125,1,8,0.163333333,3.5,2.5,4,125,125,67.17,0.53736,0.53736,175.76,100.3878934,57.2
75,1,13,0.088,2,2,2,75,75,67.15,0.895333333,0.895333333,21.05,11.98224852,57.2
75,1,13,0.044,2,2,2,75,75,66.81,0.8908,0.8908,10.69,5.99112426,57.2
75,3,10,0.150857143,4,4,6,225,112.5,66.75,0.89,0.593333333,143.24,80.10989011,57.2
100,2,19,0.0515625,2.5,2,5,200,133.3333333,66.69,0.6669,0.500175,30.63,17.07995951,57.2
75,1,10,0.088,2,2,2,75,75,66.19,0.882533333,0.882533333,28.57,15.57692308,57.2
125,1.5,22,0.100571429,4,3,5,187.5,150,65.94,0.52752,0.4396,62.54,33.71628372,57.2
125,2,22,0.050285714,2,3.5,6,250,166.6666667,65.6,0.5248,0.3936,42.35,22.47752248,57.2
75,2.5,19,0.077,3.5,3.5,5,187.5,107.1428571,65.47,0.872933333,0.611053333,33.99,17.93395749,57.2
100,2,16,0.103125,2.5,2,5,200,133.3333333,65.05,0.6505,0.487875,78.38,40.56490385,57.2
100,1.5,16,0.088,2,4,4,150,120,65.01,0.6501,0.54175,50.27,25.96153846,57.2
125,1,8,0.245,3.5,2.5,4,125,125,64.77,0.51816,0.51816,293.96,150.58184,57.2
75,2.5,22,0.077,3.5,3.5,5,187.5,107.1428571,64.71,0.8628,0.60396,30.41,15.48841783,57.2
100,2.81,20,0.069584763,3.58,2.99,2,281,147.5065617,64.5,0.645,0.437268683,60.79,30.7657108,57.2
150,1,19,0.0594,3,4,5,150,150,64.47,0.4298,0.4298,43.94,22.13562753,57.2
75,2.5,10,0.154,3.5,3.5,5,187.5,107.1428571,64.46,0.859466667,0.601626667,135.36,68.14903846,57.2
100,1,13,0.086204082,4,3.5,3,100,100,64.01,0.6401,0.6401,42.31,20.86704504,57.2
125,1,8,0.326666667,3.5,2.5,4,125,125,63.64,0.50912,0.50912,413.23,200.7757867,57.2
75,2,10,0.1584,3,3,4,150,100,63.6,0.848,0.636,115.93,56.07692308,57.2
175,1,20,0.103166495,2.49,3.02,5.96,175,175,63.59,0.363371429,0.363371429,102.49,49.71200194,57.2
75,1.5,10,0.0825,2.5,2.5,3,112.5,90,63.38,0.845066667,0.704222222,45.76,21.90504808,57.2
75,2,16,0.0792,3,3,4,150,100,63.24,0.8432,0.6324,36.85,17.52403846,57.2
125,1,22,0.0539,3.5,2.5,4,125,125,63.24,0.50592,0.50592,25.34,12.0465472,57.2
150,1.5,22,0.13475,3.5,2,6,225,180,62.81,0.418733333,0.348944444,139.62,65.0513549,57.2
75,2.02,8,0.174792386,2.94,3.04,4.02,151.5,100.3311258,62.54,0.833866667,0.623335974,169.24,78.12371652,57.2
125,1,13,0.4312,3.5,2.5,4,125,125,62.07,0.49656,0.49656,362.78,163.091716,57.2
175,1,20,0.206332989,2.49,3.02,5.96,175,175,62.01,0.354342857,0.354342857,221.07,99.42400388,57.2
175,1,20,0.154749742,2.49,3.02,5.96,175,175,62,0.354285714,0.354285714,165.88,74.56800291,57.2
75,1,16,0.044,2,2,2,75,75,61.12,0.814933333,0.814933333,11.34,4.867788462,57.2
75,2,19,0.0792,3,3,4,150,100,61.04,0.813866667,0.6104,34.51,14.75708502,57.2
150,1,19,0.1188,3,4,5,150,150,60.57,0.4038,0.4038,105.99,44.27125506,57.2
75,2.02,14,0.058264129,2.94,3.04,4.02,151.5,100.3311258,60.44,0.805866667,0.602405281,35.71,14.88070791,57.2
75,2.5,13,0.154,3.5,3.5,5,187.5,107.1428571,60.4,0.805333333,0.563733333,126.52,52.42233728,57.2
100,1.96,14,0.153443299,2.44,2,4.87,196,132.4324324,60.35,0.6035,0.455704082,162.83,67.60089395,57.2
125,1,19,0.1078,3.5,2.5,4,125,125,60.18,0.48144,0.48144,68.08,27.89726721,57.2
100,1.5,13,0.176,2,4,4,150,120,60.04,0.6004,0.500333333,157.05,63.90532544,57.2
75,1,16,0.088,2,2,2,75,75,59.21,0.789466667,0.789466667,24.95,9.735576923,57.2
100,2,16,0.20625,2.5,2,5,200,133.3333333,59.17,0.5917,0.443775,208.33,81.12980769,57.2
100,2,22,0.0515625,2.5,2,5,200,133.3333333,59.16,0.5916,0.4437,37.89,14.75087413,57.2
125,1,16,0.2156,3.5,2.5,4,125,125,59.08,0.47264,0.47264,170.91,66.25600962,57.2
100,2,13,0.20625,2.5,2,5,200,133.3333333,58.86,0.5886,0.44145,260.4,99.85207101,57.2
100,1.5,22,0.088,2,4,4,150,120,58.8,0.588,0.49,49.4,18.88111888,57.2
100,1.96,20,0.076721649,2.44,2,4.87,196,132.4324324,58.73,0.5873,0.443471429,61.83,23.66031288,57.2
100,1,19,0.043102041,4,3.5,3,100,100,58.71,0.5871,0.5871,18.76,7.138725936,57.2
100,1,16,0.086204082,4,3.5,3,100,100,58.68,0.5868,0.5868,44.62,16.9544741,57.2
75,2.02,8,0.233056514,2.94,3.04,4.02,151.5,100.3311258,58.64,0.781866667,0.584464686,273.68,104.1649554,57.2
75,1.5,10,0.165,2.5,2.5,3,112.5,90,58.6,0.781333333,0.651111111,115.77,43.81009615,57.2
75,1,19,0.044,2,2,2,75,75,58.54,0.780533333,0.780533333,10.87,4.099190283,57.2
100,1.96,14,0.230164948,2.44,2,4.87,196,132.4324324,58.48,0.5848,0.441583673,268.33,101.4013409,57.2
75,3,16,0.150857143,4,4,6,225,112.5,58.4,0.778666667,0.519111111,133.69,50.06868132,57.2
75,3,13,0.150857143,4,4,6,225,112.5,58.38,0.7784,0.518933333,164.76,61.62299239,57.2
125,1,16,0.4312,3.5,2.5,4,125,125,58.31,0.46648,0.46648,355.47,132.5120192,57.2
75,3,14,0.114285714,4,4,6,225,112.5,58.22,0.776266667,0.517511111,116.54,43.34950764,57.2
100,1.5,19,0.088,2,4,4,150,120,58.16,0.5816,0.484666667,59.1,21.86234818,57.2
125,1,19,0.4312,3.5,2.5,4,125,125,57.84,0.46272,0.46272,306.76,111.5890688,57.2
75,1.5,13,0.0825,2.5,2.5,3,112.5,90,57.8,0.770666667,0.642222222,46.4,16.85003698,57.2
100,1.96,14,0.306886598,2.44,2,4.87,196,132.4324324,57.76,0.5776,0.436146939,371.3,135.2017879,57.2
100,1,10,0.344816327,4,3.5,3,100,100,57.69,0.5769,0.5769,300.6,108.5086342,57.2
75,2,22,0.0792,3,3,4,150,100,57.47,0.766266667,0.5747,35.71,12.74475524,57.2
75,2,16,0.1584,3,3,4,150,100,57.22,0.762933333,0.5722,99.53,35.04807692,57.2
100,2,19,0.103125,2.5,2,5,200,133.3333333,57.03,0.5703,0.427725,97.97,34.15991903,57.2
100,1,10,0.172408163,4,3.5,3,100,100,56.88,0.5688,0.5688,156.78,54.25431711,57.2
75,2.5,16,0.154,3.5,3.5,5,187.5,107.1428571,56.72,0.756266667,0.529386667,124.15,42.59314904,57.2
75,2,13,0.1584,3,3,4,150,100,56.72,0.756266667,0.5672,125.75,43.13609467,57.2
75,1,8,0.069689432,2.15,2.01,2.19,75,75,56.63,0.755066667,0.755066667,44.94,15.41970051,57.2
125,1,19,0.2156,3.5,2.5,4,125,125,56.62,0.45296,0.45296,163.53,55.79453441,57.2
75,3,14,0.171428571,4,4,6,225,112.5,56.41,0.752133333,0.501422222,192.23,65.02426145,57.2
100,2,22,0.103125,2.5,2,5,200,133.3333333,56.18,0.5618,0.42135,88.47,29.50174825,57.2
75,3,20,0.057142857,4,4,6,225,112.5,55.51,0.740133333,0.493422222,47.06,15.17232767,57.2
125,1,14,0.081666667,3.5,2.5,4,125,125,55.47,0.44376,0.44376,89.14,28.68225524,57.2
150,1,22,0.0594,3,4,5,150,150,55.27,0.368466667,0.368466667,60.22,19.11713287,57.2
100,2,19,0.20625,2.5,2,5,200,133.3333333,55.11,0.5511,0.413325,217.16,68.31983806,57.2
125,1,22,0.1078,3.5,2.5,4,125,125,54.59,0.43672,0.43672,78.75,24.09309441,57.2
75,1,19,0.088,2,2,2,75,75,53.45,0.712666667,0.712666667,28.55,8.198380567,57.2
75,1.5,16,0.0825,2.5,2.5,3,112.5,90,53.05,0.707333333,0.589444444,48.78,13.69065505,57.2
100,1,19,0.086204082,4,3.5,3,100,100,53.02,0.5302,0.5302,50.95,14.27745187,57.2
75,2.02,14,0.116528257,2.94,3.04,4.02,151.5,100.3311258,52.79,0.703866667,0.526157756,107.19,29.76141582,57.2
75,1.5,13,0.165,2.5,2.5,3,112.5,90,52.49,0.699866667,0.583222222,123.91,33.70007396,57.2
125,1,14,0.163333333,3.5,2.5,4,125,125,52.49,0.41992,0.41992,210.46,57.36451049,57.2
100,1,13,0.172408163,4,3.5,3,100,100,52.41,0.5241,0.5241,154.16,41.73409009,57.2
100,1,22,0.043102041,4,3.5,3,100,100,52.37,0.5237,0.5237,22.83,6.165263308,57.2
75,1,22,0.044,2,2,2,75,75,51.95,0.692666667,0.692666667,13.43,3.54020979,57.2
125,1,22,0.2156,3.5,2.5,4,125,125,51.91,0.41528,0.41528,183.22,48.18618881,57.2
75,3,19,0.150857143,4,4,6,225,112.5,51.86,0.691466667,0.460977778,160.75,42.16310006,57.2
125,1,14,0.245,3.5,2.5,4,125,125,51.35,0.4108,0.4108,337.18,86.04676573,57.2
100,1.96,20,0.153443299,2.44,2,4.87,196,132.4324324,51.26,0.5126,0.387065306,185.99,47.32062577,57.2
100,1.5,16,0.176,2,4,4,150,120,50.92,0.5092,0.424333333,209.12,51.92307692,57.2
125,1,14,0.326666667,3.5,2.5,4,125,125,50.89,0.40712,0.40712,461.85,114.729021,57.2
100,1.96,20,0.230164948,2.44,2,4.87,196,132.4324324,50.66,0.5066,0.382534694,288.93,70.98093865,57.2
75,2,19,0.1584,3,3,4,150,100,50.51,0.673466667,0.5051,121.81,29.51417004,57.2
75,3,22,0.150857143,4,4,6,225,112.5,50.19,0.6692,0.446133333,153.23,36.41358641,57.2
100,1,22,0.086204082,4,3.5,3,100,100,49.87,0.4987,0.4987,52.89,12.33052662,57.2
125,1,22,0.4312,3.5,2.5,4,125,125,49.66,0.39728,0.39728,418.62,96.37237762,57.2
75,1,10,0.176,2,2,2,75,75,49.61,0.661466667,0.661466667,135.75,31.15384615,57.2
100,1,13,0.344816327,4,3.5,3,100,100,49.12,0.4912,0.4912,374.5,83.46818017,57.2
75,2.02,13,0.302973469,2.94,3.04,4.02,151.5,100.3311258,49.11,0.6548,0.489479208,372.89,83.33196429,57.2
75,2.02,14,0.174792386,2.94,3.04,4.02,151.5,100.3311258,49.05,0.654,0.488881188,200.47,44.64212373,57.2
75,1.5,19,0.0825,2.5,2.5,3,112.5,90,48.62,0.648266667,0.540222222,53.34,11.52897267,57.2
75,1,8,0.139378863,2.15,2.01,2.19,75,75,48.57,0.6476,0.6476,142.47,30.83940102,57.2
75,3,20,0.114285714,4,4,6,225,112.5,48.38,0.645066667,0.430044444,142.18,30.34465534,57.2
75,2.02,20,0.058264129,2.94,3.04,4.02,151.5,100.3311258,48.3,0.644,0.481405941,48.99,10.41649554,57.2
100,1,16,0.344816327,4,3.5,3,100,100,48.13,0.4813,0.4813,323.51,67.81789639,57.2
75,2.02,19.37,0.054768281,2.94,3.04,4.02,151.5,100.3311258,47.45,0.632666667,0.472933993,50.31,10.10996985,57.2
100,1.5,19,0.176,2,4,4,150,120,47.38,0.4738,0.394833333,218.6,43.72469636,57.2
75,2.5,19,0.154,3.5,3.5,5,187.5,107.1428571,47.25,0.63,0.441,180.84,35.86791498,57.2
75,2,22,0.1584,3,3,4,150,100,47.04,0.6272,0.4704,130.22,25.48951049,57.2
75,3,22,0.164571429,4,4,6,225,112.5,47.03,0.627066667,0.418044444,203.02,39.72391245,57.2
100,1,16,0.172408163,4,3.5,3,100,100,46.88,0.4688,0.4688,175.08,33.90894819,57.2
100,2,22,0.20625,2.5,2,5,200,133.3333333,46.77,0.4677,0.350775,306.76,59.0034965,57.2
125,1,20,0.081666667,3.5,2.5,4,125,125,46.76,0.37408,0.37408,104.19,20.07757867,57.2
75,1,10,0.352,2,2,2,75,75,46.59,0.6212,0.6212,327.61,62.30769231,57.2
75,1.5,16,0.165,2.5,2.5,3,112.5,90,44.85,0.598,0.498333333,161.4,27.3813101,57.2
125,1,20,0.163333333,3.5,2.5,4,125,125,44.46,0.35568,0.35568,242.47,40.15515734,57.2
125,1,20,0.326666667,3.5,2.5,4,125,125,44.13,0.35304,0.35304,495.63,80.31031469,57.2
125,1,20,0.245,3.5,2.5,4,125,125,44.05,0.3524,0.3524,373.91,60.23273601,57.2
75,1,13,0.176,2,2,2,75,75,44,0.586666667,0.586666667,149.6,23.96449704,57.2
75,1,14,0.069689432,2.15,2.01,2.19,75,75,43.97,0.586266667,0.586266667,54.85,8.811257433,57.2
75,1,8,0.209068295,2.15,2.01,2.19,75,75,43.74,0.5832,0.5832,292.62,46.25910152,57.2
75,2.02,14,0.233056514,2.94,3.04,4.02,151.5,100.3311258,43.57,0.580933333,0.434262046,381.39,59.52283164,57.2
75,1.5,22,0.0825,2.5,2.5,3,112.5,90,43.56,0.5808,0.484,64.06,9.956840035,57.2
75,1,22,0.088,2,2,2,75,75,43.3,0.577333333,0.577333333,46.4,7.08041958,57.2
75,2.02,20,0.116528257,2.94,3.04,4.02,151.5,100.3311258,42.93,0.5724,0.427883168,139.53,20.83299107,57.2
75,1,13,0.352,2,2,2,75,75,41.84,0.557866667,0.557866667,348.12,47.92899408,57.2
75,1,8,0.278757727,2.15,2.01,2.19,75,75,41.61,0.5548,0.5548,453.02,61.67880203,57.2
100,1,19,0.172408163,4,3.5,3,100,100,41.33,0.4133,0.4133,215.2,28.55490374,57.2
75,2.02,20,0.233056514,2.94,3.04,4.02,151.5,100.3311258,41.15,0.548666667,0.410141914,316.77,41.66598215,57.2
75,1,16,0.352,2,2,2,75,75,38.86,0.518133333,0.518133333,353.06,38.94230769,57.2
75,2.02,20,0.174792386,2.94,3.04,4.02,151.5,100.3311258,37.51,0.500133333,0.373862046,313.88,31.24948661,57.2
100,1,22,0.172408163,4,3.5,3,100,100,36.95,0.3695,0.3695,260.07,24.66105323,57.2
75,1,14,0.139378863,2.15,2.01,2.19,75,75,36.24,0.4832,0.4832,195.98,17.62251487,57.2
75,1,16,0.176,2,2,2,75,75,36.1,0.481333333,0.481333333,220.13,19.47115385,57.2
75,1,19,0.352,2,2,2,75,75,35.9,0.478666667,0.478666667,377.1,32.79352227,57.2
75,1,20,0.069689432,2.15,2.01,2.19,75,75,35.29,0.470533333,0.470533333,74.24,6.167880203,57.2
75,1,19,0.176,2,2,2,75,75,34.01,0.453466667,0.453466667,221.77,16.39676113,57.2
75,1,14,0.209068295,2.15,2.01,2.19,75,75,33.65,0.448666667,0.448666667,367,26.4337723,57.2
75,1,22,0.352,2,2,2,75,75,31.64,0.421866667,0.421866667,475.45,28.32167832,57.2
75,1,22,0.176,2,2,2,75,75,29.44,0.392533333,0.392533333,295.26,14.16083916,57.2
75,1,20,0.139378863,2.15,2.01,2.19,75,75,29.4,0.392,0.392,256.82,12.33576041,57.2
75,1,20,0.209068295,2.15,2.01,2.19,75,75,28.45,0.379333333,0.379333333,425.03,18.50364061,57.2
75,1,22,0.248094377,2.15,2.01,2.19,75,75,28.11,0.3748,0.3748,476.59,19.9615032,57.2
100,2.998118492,19.01407164,0.10086083,3.500983081,3.000964272,2.001855995,299.8118492,149.9764701,73.95377562,0.739537756,0.493102522,65.64337035,50.04638144,57.2
125,1.133846581,6.390758847,0.082119852,3.550103437,2.551043011,4.104441538,141.7308226,132.8406868,85.57289048,0.684583124,0.644176815,60.65088757,71.63850703,57.2
45,1,12.74509804,3.65457118,1,1,1,45,45,39.461,0.876911111,0.876911111,4401.191693,510,0.80780911
45,1,10.48387097,3.65457118,1,1,1,45,45,39.617,0.880377778,0.880377778,5287.511217,620,0.80780911
45,1,10.4,3.65457118,1,1,1,45,45,39.639,0.880866667,0.880866667,5321.282514,625,0.80780911
45,1,12.74509804,3.65457118,1,1,1,45,45,40.715,0.904777778,0.904777778,4006.925127,510,0.80780911
45,1,11.81818182,3.65457118,1,1,1,45,45,39.614,0.880311111,0.880311111,4691.599878,550,0.80780911
45,1,11.01694915,3.65457118,1,1,1,45,45,38.885,0.864111111,0.864111111,5321.205979,590,0.80780911
45,1,10.48387097,3.65457118,1,1,1,45,45,38.865,0.863666667,0.863666667,5600.412831,620,0.80780911
45,1,10.4,3.65457118,1,1,1,45,45,38.725,0.860555556,0.860555556,5707.029358,625,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,39.371,0.874911111,0.874911111,5474.135974,630,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,39.716,0.882577778,0.882577778,5332.715466,630,0.80780911
45,1,10.23622047,3.65457118,1,1,1,45,45,39.189,0.870866667,0.870866667,5594.812663,635,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,39.041,0.867577778,0.867577778,5614.125522,630,0.80780911
45,1,10.15625,3.65457118,1,1,1,45,45,39.157,0.870155556,0.870155556,5652.70224,640,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,38.858,0.863511111,0.863511111,5693.818068,630,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,39.629,0.880644444,0.880644444,5367.91435,630,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,40.98,0.910666667,0.910666667,4854.327309,630,0.80780911
45,1,8.666666667,3.65457118,1,1,1,45,45,38.628,0.8584,0.8584,6900.156863,750,0.80780911
45,1,7.471264368,3.65457118,1,1,1,45,45,38.837,0.863044444,0.863044444,7875.653419,870,0.80780911
45,1,6.565656566,3.65457118,1,1,1,45,45,38.891,0.864244444,0.864244444,8924.671354,990,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,40.221,0.8938,0.8938,5134.360111,630,0.80780911
45,1,10.48387097,3.65457118,1,1,1,45,45,40.231,0.894022222,0.894022222,5049.095381,620,0.80780911
45,1,10.4,3.65457118,1,1,1,45,45,40.162,0.892488889,0.892488889,5116.092529,625,0.80780911
45,1,10.23622047,3.65457118,1,1,1,45,45,40.228,0.893955556,0.893955556,5172.407938,635,0.80780911
45,1,10.15625,3.65457118,1,1,1,45,45,40.184,0.892977778,0.892977778,5230.278891,640,0.80780911
45,1,10.48387097,3.65457118,1,1,1,45,45,40.238,0.894177778,0.894177778,5046.460743,620,0.80780911
45,1,10.4,3.65457118,1,1,1,45,45,40.242,0.894266667,0.894266667,5085.641188,625,0.80780911
45,1,10.23622047,3.65457118,1,1,1,45,45,40.47,0.899333333,0.899333333,5080.172751,635,0.80780911
45,1,10.15625,3.65457118,1,1,1,45,45,40.106,0.891244444,0.891244444,5260.854543,640,0.80780911
45,1,11.81818182,3.65457118,1,1,1,45,45,40.605,0.902333333,0.902333333,4356.407666,550,0.80780911
45,1,11.01694915,3.65457118,1,1,1,45,45,40.446,0.8988,0.8988,4728.568096,590,0.80780911
45,1,9.701492537,3.65457118,1,1,1,45,45,40.887,0.9086,0.9086,5197.846291,670,0.80780911
45,1,12.74509804,3.65457118,1,1,1,45,45,40.265,0.894777778,0.894777778,4142.775836,510,0.80780911
45,1,8.666666667,3.65457118,1,1,1,45,45,40,0.888888889,0.888888889,6214.206172,750,0.80780911
45,1,7.471264368,3.65457118,1,1,1,45,45,40.015,0.889222222,0.889222222,7200.375699,870,0.80780911
45,1,6.565656566,3.65457118,1,1,1,45,45,39.784,0.884088889,0.884088889,8337.084908,990,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,40.482,0.8996,0.8996,5035.690575,630,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,40.568,0.901511111,0.901511111,5003.732975,630,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,40.444,0.898755556,0.898755556,5049.898079,630,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,40.501,0.900022222,0.900022222,5028.606806,630,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,41.515,0.922555556,0.922555556,4669.063616,630,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,42.537,0.945266667,0.945266667,4340.545832,630,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,40.732,0.905155556,0.905155556,4943.536132,630,0.80780911
45,1,12.74509804,3.65457118,1,1,1,45,45,45.136,1.003022222,1.003022222,2941.069845,510,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,43.252,0.961155556,0.961155556,4128.823663,630,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,43.359,0.963533333,0.963533333,4098.332083,630,0.80780911
45,1,11.81818182,3.65457118,1,1,1,45,45,45.754,1.016755556,1.016755556,3044.947819,550,0.80780911
45,1,11.01694915,3.65457118,1,1,1,45,45,44.22,0.982666667,0.982666667,3618.263286,590,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,43.813,0.973622222,0.973622222,3972.244234,630,0.80780911
45,1,9.701492537,3.65457118,1,1,1,45,45,46.246,1.027688889,1.027688889,3592.168058,670,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,43.846,0.974355556,0.974355556,3963.282042,630,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,45.071,1.001577778,1.001577778,3648.827532,630,0.80780911
45,1,10.31746032,3.65457118,1,1,1,45,45,46.699,1.037755556,1.037755556,3280.365046,630,0.80780911
45,1,8.666666667,3.65457118,1,1,1,45,45,44.248,0.983288889,0.983288889,4590.761128,750,0.80780911
45,1,7.471264368,3.65457118,1,1,1,45,45,44.577,0.9906,0.9906,5208.241442,870,0.80780911
45,1,6.565656566,3.65457118,1,1,1,45,45,45.795,1.017666667,1.017666667,5466.198179,990,0.80780911
45,1,10.15625,3.65457118,1,1,1,45,45,38.29,0.850888889,0.850888889,6045.44457,640,0.80780911
45,1,9.420289855,3.65457118,1,1,1,45,45,38.366,0.852577778,0.852577778,6479.088199,690,0.80780911
45,1,8.783783784,3.65457118,1,1,1,45,45,37.776,0.839466667,0.839466667,7279.275879,740,0.80780911
45,1,8.783783784,3.65457118,1,1,1,45,45,38.939,0.865311111,0.865311111,6646.327018,740,0.80780911
45,1,10.15625,3.65457118,1,1,1,45,45,40.587,0.901933333,0.901933333,5076.021911,640,0.80780911
45,1,9.420289855,3.65457118,1,1,1,45,45,39.207,0.871266667,0.871266667,6071.033388,690,0.80780911
45,1,8.724832215,3.65457118,1,1,1,45,45,38.823,0.862733333,0.862733333,6751.392634,745,0.80780911
45,1,8.441558442,3.65457118,1,1,1,45,45,39.012,0.866933333,0.866933333,6877.02253,770,0.80780911
