Experiment,Orifice width (um),Aspect ratio,Expansion ratio,Normalized orifice length,Normalized water inlet,Normalized oil inlet,Flow rate ratio,Capillary number,Observed generation rate (Hz),Observed droplet diameter (um),Observed regime (1= Dripping & 2 = Jetting),,,,,,,,,,
237,100.00,3.00,2.00,1.50,3.00,3.50,10.00,0.132,70.32,108.66,2.00,,,,,,,,,,
238,75.00,3.00,6.00,3.00,4.00,4.00,13.00,0.529,102.89,108.41,2.00,,,,,,,,,,
239,150.00,1.00,5.00,1.50,4.00,3.00,22.00,0.529,64.10,108.27,2.00,,,,,,,,,,
240,150.00,1.00,5.00,1.50,4.00,3.00,19.00,0.529,74.60,108.08,2.00,,,,,,,,,,
241,75.00,2.50,5.00,2.50,3.50,3.50,10.00,0.529,115.02,108.02,2.00,,,,,,,,,,
242,125.00,2.50,2.00,2.00,4.00,2.50,19.00,0.529,113.79,107.65,2.00,,,,,,,,,,
243,100.00,2.00,5.00,3.00,2.00,2.50,16.00,0.529,138.91,107.51,2.00,,,,,,,,,,
244,175.00,1.50,2.00,3.00,3.50,3.00,19.00,1.058,356.57,107.22,2.00,,,,,,,,,,
245,175.00,1.50,2.00,3.00,3.50,3.00,22.00,0.264,77.18,107.13,2.00,,,,,,,,,,
246,75.00,2.50,5.00,2.50,3.50,3.50,10.00,1.058,237.21,106.92,2.00,,,,,,,,,,
247,100.00,2.00,5.00,3.00,2.00,2.50,19.00,1.058,239.05,106.74,2.00,,,,,,,,,,
248,75.00,3.00,6.00,3.00,4.00,4.00,16.00,1.058,175.64,106.65,2.00,,,,,,,,,,
249,75.00,3.00,6.00,3.00,4.00,4.00,13.00,0.260,53.60,106.32,2.00,,,,,,,,,,
250,150.00,1.00,5.00,1.50,4.00,3.00,22.00,1.058,136.15,106.12,2.00,,,,,,,,,,
251,100.00,2.81,2.00,1.50,2.99,3.58,8.00,0.150,102.42,106.10,2.00,,,,,,,,,,
252,100.00,2.81,2.00,1.50,2.99,3.58,8.00,0.200,136.69,106.07,2.00,,,,,,,,,,
253,100.00,3.00,2.00,1.50,3.00,3.50,10.00,0.264,151.81,105.93,2.00,,,,,,,,,,
254,75.00,3.00,6.00,3.00,4.00,4.00,14.00,0.200,38.78,105.86,2.00,,,,,,,,,,
255,100.00,2.00,5.00,3.00,2.00,2.50,19.00,0.529,122.62,105.83,2.00,,,,,,,,,,
256,125.00,1.00,4.00,3.00,2.50,3.50,10.00,1.058,382.94,105.61,2.00,,,,,,,,,,
257,100.00,1.50,4.00,2.50,4.00,2.00,10.00,0.529,75.79,105.25,2.00,,,,,,,,,,
258,125.00,2.50,2.00,2.00,4.00,2.50,16.00,0.264,72.49,105.15,2.00,,,,,,,,,,
259,125.00,2.50,2.00,2.00,4.00,2.50,19.00,1.058,244.26,105.14,2.00,,,,,,,,,,
260,125.00,3.00,3.00,2.50,2.00,3.00,22.00,0.132,73.40,104.90,2.00,,,,,,,,,,
261,75.00,2.50,5.00,2.50,3.50,3.50,10.00,0.264,63.27,104.64,2.00,,,,,,,,,,
262,150.00,2.00,2.00,2.50,2.50,4.00,16.00,0.132,99.20,104.63,2.00,,,,,,,,,,
263,100.00,1.50,4.00,2.50,4.00,2.00,13.00,1.058,119.96,104.26,2.00,,,,,,,,,,
264,125.00,1.50,5.00,1.00,3.00,4.00,13.00,0.132,53.69,104.17,2.00,,,,,,,,,,
265,125.00,1.50,5.00,1.00,3.00,4.00,19.00,0.529,147.95,103.94,2.00,,,,,,,,,,
266,150.00,2.00,2.00,2.50,2.50,4.00,19.00,0.264,170.47,103.93,2.00,,,,,,,,,,
267,100.00,2.50,6.00,1.00,2.50,3.00,22.00,0.529,129.36,103.79,2.00,,,,,,,,,,
268,125.00,1.00,4.00,3.00,2.50,3.50,13.00,0.529,155.83,103.64,2.00,,,,,,,,,,
269,125.00,1.50,5.00,1.00,3.00,4.00,22.00,0.529,128.95,103.62,2.00,,,,,,,,,,
270,150.00,2.00,2.00,2.50,2.50,4.00,16.00,0.264,205.49,103.41,2.00,,,,,,,,,,
271,75.00,3.00,6.00,3.00,4.00,4.00,16.00,0.529,96.71,103.27,2.00,,,,,,,,,,
272,125.00,1.50,5.00,1.00,3.00,4.00,22.00,0.264,65.24,103.21,2.00,,,,,,,,,,
273,125.00,2.50,2.00,2.00,4.00,2.50,16.00,0.529,153.54,103.16,2.00,,,,,,,,,,
274,125.00,1.00,4.00,3.00,2.50,3.50,10.00,0.529,207.21,102.87,2.00,,,,,,,,,,
275,150.00,1.00,5.00,1.50,4.00,3.00,22.00,0.264,37.81,102.46,2.00,,,,,,,,,,
276,125.00,2.00,6.00,1.50,3.50,2.00,22.00,0.132,22.24,102.45,2.00,,,,,,,,,,
277,100.00,2.00,5.00,3.00,2.00,2.50,22.00,1.058,235.66,102.13,2.00,,,,,,,,,,
278,100.00,2.50,6.00,1.00,2.50,3.00,22.00,0.264,68.18,101.98,2.00,,,,,,,,,,
279,75.00,3.00,6.00,3.00,4.00,4.00,19.00,1.058,169.81,101.85,2.00,,,,,,,,,,
280,125.00,2.50,2.00,2.00,4.00,2.50,22.00,1.058,232.33,101.81,2.00,,,,,,,,,,
281,175.00,1.50,2.00,3.00,3.50,3.00,22.00,0.529,180.92,101.61,2.00,,,,,,,,,,
282,75.00,3.00,6.00,3.00,4.00,4.00,19.00,0.529,85.85,101.47,2.00,,,,,,,,,,
283,75.00,2.50,5.00,2.50,3.50,3.50,13.00,0.529,110.74,100.24,2.00,,,,,,,,,,
284,150.00,2.00,2.00,2.50,2.50,4.00,19.00,0.132,95.49,100.07,2.00,,,,,,,,,,
285,100.00,2.00,5.00,3.00,2.00,2.50,19.00,0.264,72.87,99.91,2.00,,,,,,,,,,
286,175.00,1.50,2.00,3.00,3.50,3.00,22.00,1.058,381.05,99.87,2.00,,,,,,,,,,
287,150.00,2.00,2.00,2.50,2.50,4.00,19.00,0.529,385.28,99.78,2.00,,,,,,,,,,
288,75.00,2.00,4.00,2.00,3.00,3.00,10.00,0.264,60.30,99.64,2.00,,,,,,,,,,
289,75.00,2.00,4.00,2.00,3.00,3.00,10.00,1.058,241.94,99.54,2.00,,,,,,,,,,
290,100.00,3.00,2.00,1.50,3.00,3.50,13.00,0.264,140.75,99.53,2.00,,,,,,,,,,
291,75.00,2.50,5.00,2.50,3.50,3.50,13.00,0.264,56.64,99.48,2.00,,,,,,,,,,
292,125.00,2.50,2.00,2.00,4.00,2.50,22.00,0.529,125.00,99.35,2.00,,,,,,,,,,
293,175.00,1.50,2.00,3.00,3.50,3.00,19.00,0.264,112.31,99.28,2.00,,,,,,,,,,
294,75.00,2.00,4.00,2.00,3.00,3.00,10.00,0.529,123.07,98.97,2.00,,,,,,,,,,
295,75.00,2.50,5.00,2.50,3.50,3.50,13.00,1.058,234.32,98.37,2.00,,,,,,,,,,
296,75.00,3.00,6.00,3.00,4.00,4.00,16.00,0.264,56.19,98.23,2.00,,,,,,,,,,
297,175.00,1.49,2.02,2.99,3.49,2.98,20.00,0.200,84.32,97.65,2.00,,,,,,,,,,
298,150.00,2.00,2.00,2.50,2.50,4.00,16.00,0.529,491.97,97.39,2.00,,,,,,,,,,
299,150.00,2.00,2.00,2.50,2.50,4.00,22.00,0.132,90.60,96.98,2.00,,,,,,,,,,
300,125.00,1.50,5.00,1.00,3.00,4.00,16.00,0.132,54.10,96.96,2.00,,,,,,,,,,
301,100.00,1.50,4.00,2.50,4.00,2.00,13.00,0.529,75.79,96.44,2.00,,,,,,,,,,
302,100.00,3.00,2.00,1.50,3.00,3.50,13.00,0.132,77.49,96.39,2.00,,,,,,,,,,
303,100.00,1.00,3.00,2.00,3.50,4.00,10.00,0.529,133.87,95.18,2.00,,,,,,,,,,
304,150.00,2.00,2.00,2.50,2.50,4.00,22.00,0.264,193.55,94.87,2.00,,,,,,,,,,
305,75.00,3.00,6.00,3.00,4.00,4.00,22.00,1.058,182.46,94.70,2.00,,,,,,,,,,
306,75.00,2.50,5.00,2.50,3.50,3.50,16.00,1.058,213.52,94.68,2.00,,,,,,,,,,
307,75.00,3.00,6.00,3.00,4.00,4.00,19.00,0.264,53.44,94.33,2.00,,,,,,,,,,
308,125.00,1.00,4.00,3.00,2.50,3.50,13.00,1.058,415.55,94.17,2.00,,,,,,,,,,
309,125.00,1.50,5.00,1.00,3.00,4.00,22.00,0.132,43.57,93.72,2.00,,,,,,,,,,
310,100.00,3.00,2.00,1.50,3.00,3.50,13.00,0.529,340.03,93.46,2.00,,,,,,,,,,
311,125.00,2.50,2.00,2.00,4.00,2.50,19.00,0.264,86.96,93.45,2.00,,,,,,,,,,
312,100.00,1.50,4.00,2.50,4.00,2.00,16.00,1.058,135.72,93.37,2.00,,,,,,,,,,
313,100.00,2.50,6.00,1.00,2.50,3.00,22.00,0.132,44.45,93.34,2.00,,,,,,,,,,
314,75.00,3.00,6.00,3.00,4.00,4.00,22.00,0.529,95.37,93.31,2.00,,,,,,,,,,
315,75.00,2.00,4.00,2.00,3.00,3.00,13.00,1.058,228.49,92.96,2.00,,,,,,,,,,
316,100.00,1.96,4.87,2.97,2.00,2.44,19.22,0.260,84.52,92.87,2.00,,,,,,,,,,
317,125.00,1.00,4.00,3.00,2.50,3.50,16.00,1.058,352.46,92.83,2.00,,,,,,,,,,
318,100.00,1.00,3.00,2.00,3.50,4.00,10.00,1.058,291.95,92.47,2.00,,,,,,,,,,
319,100.00,2.00,5.00,3.00,2.00,2.50,22.00,0.264,79.38,92.47,2.00,,,,,,,,,,
320,75.00,3.00,6.00,3.00,4.00,4.00,22.00,0.264,49.22,92.32,2.00,,,,,,,,,,
321,125.00,2.50,2.00,2.00,4.00,2.50,22.00,0.264,78.27,92.17,2.00,,,,,,,,,,
322,100.00,2.00,5.00,3.00,2.00,2.50,22.00,0.529,161.07,92.03,2.00,,,,,,,,,,
323,125.00,1.00,4.00,3.00,2.50,3.50,16.00,0.529,182.76,91.71,2.00,,,,,,,,,,
324,150.00,2.00,2.00,2.50,2.50,4.00,22.00,0.529,437.46,91.08,2.00,,,,,,,,,,
325,75.00,2.00,4.00,2.00,3.00,3.00,13.00,0.529,122.47,90.83,2.00,,,,,,,,,,
326,125.00,1.50,5.00,1.00,3.00,4.00,19.00,0.132,55.59,90.74,2.00,,,,,,,,,,
327,75.00,2.50,5.00,2.50,3.50,3.50,16.00,0.264,60.73,90.70,2.00,,,,,,,,,,
328,100.00,3.00,2.00,1.50,3.00,3.50,16.00,0.264,152.22,90.48,2.00,,,,,,,,,,
329,100.00,1.50,4.00,2.50,4.00,2.00,16.00,0.529,75.07,90.28,2.00,,,,,,,,,,
330,100.00,2.81,2.00,1.50,2.99,3.58,13.00,0.260,179.88,89.86,2.00,,,,,,,,,,
331,75.00,2.50,5.00,2.50,3.50,3.50,16.00,0.529,126.68,89.43,2.00,,,,,,,,,,
332,75.00,3.00,6.00,3.00,4.00,4.00,20.00,0.200,45.58,89.07,2.00,,,,,,,,,,
333,75.00,2.50,5.00,2.50,3.50,3.50,19.00,1.058,216.73,88.97,2.00,,,,,,,,,,
334,100.00,3.00,2.00,1.50,3.00,3.50,16.00,0.529,320.47,88.95,2.00,,,,,,,,,,
335,100.00,1.00,3.00,2.00,3.50,4.00,13.00,0.529,127.86,88.55,2.00,,,,,,,,,,
336,75.00,3.00,6.00,3.00,4.00,4.00,20.00,0.150,34.92,88.43,2.00,,,,,,,,,,
337,100.00,1.96,4.87,2.97,2.00,2.44,20.00,0.200,72.90,88.25,2.00,,,,,,,,,,
338,150.00,2.00,2.00,2.50,2.50,4.00,22.00,0.066,63.43,86.69,2.00,,,,,,,,,,
339,75.00,2.50,5.00,2.50,3.50,3.50,19.00,0.529,117.41,86.62,2.00,,,,,,,,,,
340,100.00,1.50,4.00,2.50,4.00,2.00,19.00,1.058,145.78,86.09,2.00,,,,,,,,,,
341,75.00,2.50,5.00,2.50,3.50,3.50,22.00,1.058,211.01,85.48,2.00,,,,,,,,,,
342,75.00,2.00,4.00,2.00,3.00,3.00,16.00,1.058,239.41,85.40,2.00,,,,,,,,,,
343,125.00,1.00,4.00,3.00,2.50,3.50,19.00,0.529,192.95,85.05,2.00,,,,,,,,,,
344,75.00,2.50,5.00,2.50,3.50,3.50,19.00,0.264,62.37,84.89,2.00,,,,,,,,,,
345,100.00,2.81,2.00,1.50,2.99,3.58,14.00,0.200,153.53,84.68,2.00,,,,,,,,,,
346,100.00,2.81,2.00,1.50,2.99,3.58,14.00,0.150,115.63,84.56,2.00,,,,,,,,,,
347,100.00,1.50,4.00,2.50,4.00,2.00,19.00,0.529,77.76,84.26,2.00,,,,,,,,,,
348,75.00,2.00,4.00,2.00,3.00,3.00,13.00,0.264,77.49,83.97,2.00,,,,,,,,,,
349,100.00,3.00,2.00,1.50,3.00,3.50,16.00,0.132,95.84,83.79,2.00,,,,,,,,,,
350,75.00,2.50,5.00,2.50,3.50,3.50,22.00,0.529,112.77,83.61,2.00,,,,,,,,,,
351,100.00,3.00,2.00,1.50,3.00,3.50,19.00,0.264,163.64,83.41,2.00,,,,,,,,,,
352,100.00,2.81,2.00,1.50,2.99,3.58,14.00,0.100,81.02,83.17,2.00,,,,,,,,,,
353,125.00,1.00,4.00,3.00,2.50,3.50,19.00,1.058,414.49,83.05,2.00,,,,,,,,,,
354,125.00,1.00,4.00,3.00,2.50,3.50,22.00,0.529,183.75,82.32,2.00,,,,,,,,,,
355,100.00,1.50,4.00,2.50,4.00,2.00,22.00,1.058,147.89,81.60,2.00,,,,,,,,,,
356,100.00,3.00,2.00,1.50,3.00,3.50,22.00,0.529,307.07,81.14,2.00,,,,,,,,,,
357,75.00,2.00,4.00,2.00,3.00,3.00,16.00,0.529,140.69,80.93,2.00,,,,,,,,,,
358,100.00,1.00,3.00,2.00,3.50,4.00,13.00,1.058,338.46,80.65,2.00,,,,,,,,,,
359,75.00,2.00,4.00,2.00,3.00,3.00,19.00,1.058,246.65,79.85,2.00,,,,,,,,,,
360,125.00,1.00,4.00,3.00,2.50,3.50,22.00,1.058,409.12,79.43,2.00,,,,,,,,,,
361,75.00,2.00,4.00,2.00,3.00,3.00,19.00,0.529,128.37,78.79,2.00,,,,,,,,,,
362,75.00,2.50,5.00,2.50,3.50,3.50,22.00,0.264,67.59,78.71,2.00,,,,,,,,,,
363,100.00,3.00,2.00,1.50,3.00,3.50,19.00,0.529,392.62,78.50,2.00,,,,,,,,,,
364,100.00,3.00,2.00,1.50,3.00,3.50,19.00,0.132,100.00,78.01,2.00,,,,,,,,,,
365,75.00,2.00,4.00,2.00,3.00,3.00,16.00,0.264,79.11,77.82,2.00,,,,,,,,,,
366,100.00,1.00,3.00,2.00,3.50,4.00,16.00,0.529,153.85,77.69,2.00,,,,,,,,,,
367,75.00,1.50,3.00,1.50,2.50,2.50,10.00,0.529,205.96,76.78,2.00,,,,,,,,,,
368,100.00,1.50,4.00,2.50,4.00,2.00,22.00,0.529,89.50,76.56,2.00,,,,,,,,,,
369,100.00,2.81,2.00,1.50,2.99,3.58,20.00,0.150,115.17,75.18,2.00,,,,,,,,,,
370,75.00,2.00,4.00,2.00,3.00,3.00,22.00,1.058,255.86,75.12,2.00,,,,,,,,,,
371,100.00,2.81,2.00,1.50,2.99,3.58,20.00,0.200,154.26,75.07,2.00,,,,,,,,,,
372,75.00,1.50,3.00,1.50,2.50,2.50,10.00,1.058,445.04,74.82,2.00,,,,,,,,,,
373,75.00,2.00,4.00,2.00,3.00,3.00,19.00,0.264,75.27,74.72,2.00,,,,,,,,,,
374,100.00,3.00,2.00,1.50,3.00,3.50,22.00,0.264,196.79,74.70,2.00,,,,,,,,,,
375,100.00,1.00,3.00,2.00,3.50,4.00,16.00,1.058,373.24,72.85,2.00,,,,,,,,,,
376,100.00,3.00,2.00,1.50,3.00,3.50,22.00,0.132,106.25,72.81,2.00,,,,,,,,,,
377,75.00,1.50,3.00,1.50,2.50,2.50,10.00,0.264,123.99,72.17,2.00,,,,,,,,,,
378,100.00,1.00,3.00,2.00,3.50,4.00,19.00,0.529,162.85,71.99,2.00,,,,,,,,,,
379,100.00,2.81,2.00,1.50,2.99,3.58,20.00,0.100,88.65,71.66,2.00,,,,,,,,,,
380,75.00,2.00,4.00,2.00,3.00,3.00,22.00,0.529,150.30,71.19,2.00,,,,,,,,,,
381,100.00,3.00,2.00,1.50,3.00,3.50,22.00,0.066,58.16,70.64,2.00,,,,,,,,,,
382,75.00,2.50,5.00,2.50,3.50,3.50,22.00,0.132,46.88,70.57,2.00,,,,,,,,,,
383,75.00,2.00,4.00,2.00,3.00,3.00,22.00,0.264,78.38,70.20,2.00,,,,,,,,,,
384,100.00,2.81,2.00,1.50,2.99,3.58,22.00,0.131,113.27,69.96,2.00,,,,,,,,,,
385,100.00,1.00,3.00,2.00,3.50,4.00,22.00,0.529,154.99,69.69,2.00,,,,,,,,,,
386,100.00,1.50,4.00,2.50,4.00,2.00,22.00,0.264,62.08,68.65,2.00,,,,,,,,,,
387,75.00,1.50,3.00,1.50,2.50,2.50,13.00,1.058,444.15,68.60,2.00,,,,,,,,,,
388,75.00,1.50,3.00,1.50,2.50,2.50,13.00,0.529,243.13,66.56,2.00,,,,,,,,,,
389,100.00,1.00,3.00,2.00,3.50,4.00,19.00,1.058,429.53,65.64,2.00,,,,,,,,,,
390,75.00,1.50,3.00,1.50,2.50,2.50,13.00,0.264,126.76,65.64,2.00,,,,,,,,,,
391,100.00,1.00,3.00,2.00,3.50,4.00,19.00,0.264,114.77,64.21,2.00,,,,,,,,,,
392,75.00,1.50,3.00,1.50,2.50,2.50,16.00,1.058,451.61,63.66,2.00,,,,,,,,,,
393,75.00,1.50,3.00,1.50,2.50,2.50,16.00,0.529,230.23,63.25,2.00,,,,,,,,,,
394,100.00,1.00,3.00,2.00,3.50,4.00,22.00,1.058,465.19,60.87,2.00,,,,,,,,,,
395,75.00,1.50,3.00,1.50,2.50,2.50,16.00,0.264,132.80,60.31,2.00,,,,,,,,,,
396,100.00,1.00,3.00,2.00,3.50,4.00,22.00,0.264,121.98,59.91,2.00,,,,,,,,,,
397,75.00,1.00,2.00,1.00,2.00,2.00,10.00,0.529,312.46,59.64,2.00,,,,,,,,,,
398,75.00,1.50,3.00,1.50,2.50,2.50,19.00,1.058,497.31,58.21,2.00,,,,,,,,,,
399,75.00,1.50,3.00,1.50,2.50,2.50,19.00,0.529,256.02,57.65,2.00,,,,,,,,,,
400,75.00,1.50,3.00,1.50,2.50,2.50,22.00,0.529,267.61,54.10,2.00,,,,,,,,,,
401,75.00,1.50,3.00,1.50,2.50,2.50,19.00,0.264,156.25,53.94,2.00,,,,,,,,,,
402,75.00,1.50,3.00,1.50,2.50,2.50,22.00,0.264,145.16,52.65,2.00,,,,,,,,,,
403,75.00,1.00,2.00,1.00,2.00,2.00,13.00,0.529,363.39,51.96,2.00,,,,,,,,,,
404,75.00,1.50,3.00,1.50,2.50,2.50,19.00,0.132,102.01,49.35,2.00,,,,,,,,,,
405,75.00,1.00,2.00,1.00,2.00,2.00,16.00,0.529,359.25,48.67,2.00,,,,,,,,,,
406,75.00,1.50,3.00,1.50,2.50,2.50,22.00,0.132,95.84,47.99,2.00,,,,,,,,,,
407,75.00,1.00,2.00,1.00,2.00,2.00,19.00,0.529,396.23,44.49,2.00,,,,,,,,,,
408,75.00,1.00,2.00,1.00,2.00,2.00,22.00,0.529,497.65,39.27,2.00,,,,,,,,,,
409,75,1.253690988,2.18651821,1.153998739,2.041811185,2.281945242,22,0.242474858,304.9283807,39.34399717,2,,,,,,,,,,
410,75,2.999434865,5.885792798,2.999981744,3.998201337,3.976055455,20.96348771,0.166720571,30.20730503,94.48617909,2,,,,,,,,,,
411,100,1.988997389,4.967420955,2.999999409,2.005715564,2.49205898,13.02193868,1.052566941,258.5914298,117.2838806,2,,,,,,,,,,
412,125,2.494597918,5.996703776,1.27435151,3.736411161,2.064123078,19.12431467,0.528766709,44.88188976,142.9715619,2,,,,,,,,,,
413,150,2.51072006,3,2.99999952,2.99469775,2.000000102,9.919498818,0.528767786,86.5064695,172.9682205,2,,,,,,,,,,
414,175,1.074674909,5.999992555,2.424421547,3.000308385,2.427695033,9.441822058,1.057534257,45.89735208,239.0679302,2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
