Experiment,Orifice width (um),Aspect ratio,Expansion ratio,Normalized orifice length,Normalized water inlet,Normalized oil inlet,Flow rate ratio,Capillary number,Observed generation rate (Hz),Observed droplet diameter (um),Observed regime (1= Dripping & 2 = Jetting),,,,,,,,,,
246,175.00,1.50,2.00,3.00,3.50,3.00,10.00,0.264,85.70,134.56,1.00,,,,,,,,,,
247,150.00,2.50,3.00,3.00,3.00,2.00,22.00,0.033,5.15,134.54,1.00,,,,,,,,,,
248,175.00,2.00,3.00,1.00,4.00,3.50,22.00,0.529,103.49,134.38,2.00,,,,,,,,,,
249,150.00,2.00,2.00,2.50,2.50,4.00,6.00,0.033,31.25,134.33,1.00,,,,,,,,,,
250,175.00,3.00,5.00,2.00,2.50,2.00,19.00,0.066,23.53,134.29,1.00,,,,,,,,,,
251,125.00,1.50,5.00,1.00,3.00,4.00,10.00,0.264,65.61,133.98,2.00,,,,,,,,,,
252,100.00,2.00,5.00,3.00,2.00,2.50,2.00,0.033,36.29,133.48,1.00,,,,,,,,,,
253,175.00,1.00,6.00,2.50,3.00,2.50,6.00,0.066,24.73,133.42,1.00,,,,,,,,,,
254,100.00,3.00,2.00,1.50,3.00,3.50,16.00,0.033,5.95,133.28,1.00,,,,,,,,,,
255,175.00,1.50,2.00,3.00,3.50,3.00,13.00,0.529,136.15,133.12,2.00,,,,,,,,,,
256,175.00,1.00,6.00,2.50,3.00,2.50,22.00,0.264,27.29,132.92,2.00,,,,,,,,,,
257,125.00,2.50,2.00,2.00,4.00,2.50,10.00,1.058,233.71,132.15,2.00,,,,,,,,,,
258,125.00,3.00,3.00,2.50,2.00,3.00,13.00,0.132,62.16,132.13,2.00,,,,,,,,,,
259,175.00,2.00,3.00,1.00,4.00,3.50,16.00,0.132,37.63,131.89,1.00,,,,,,,,,,
260,175.00,1.50,2.00,3.00,3.50,3.00,10.00,1.058,365.91,131.66,2.00,,,,,,,,,,
261,100.00,2.00,5.00,3.00,2.00,2.50,10.00,0.529,121.79,131.38,2.00,,,,,,,,,,
262,150.00,1.00,5.00,1.50,4.00,3.00,13.00,1.058,122.05,131.15,2.00,,,,,,,,,,
263,150.00,2.50,3.00,3.00,3.00,2.00,13.00,0.066,19.14,130.45,1.00,,,,,,,,,,
264,175.00,2.00,3.00,1.00,4.00,3.50,22.00,0.132,28.31,130.41,2.00,,,,,,,,,,
265,175.00,2.00,3.00,1.00,4.00,3.50,13.00,0.132,48.16,130.19,1.00,,,,,,,,,,
266,75.00,3.00,6.00,3.00,4.00,4.00,10.00,1.058,155.03,130.03,2.00,,,,,,,,,,
267,125.00,2.00,6.00,1.50,3.50,2.00,19.00,0.264,25.27,129.88,2.00,,,,,,,,,,
268,125.00,3.00,3.00,2.50,2.00,3.00,16.00,1.058,426.01,129.82,2.00,,,,,,,,,,
269,175.00,1.00,6.00,2.50,3.00,2.50,10.00,0.066,16.19,129.59,1.00,,,,,,,,,,
270,125.00,3.00,3.00,2.50,2.00,3.00,13.00,0.264,132.89,129.23,2.00,,,,,,,,,,
271,75.00,2.50,5.00,2.50,3.50,3.50,6.00,0.033,7.05,128.90,1.00,,,,,,,,,,
272,75.00,1.50,3.00,1.50,2.50,2.50,2.00,0.033,13.64,128.79,1.00,,,,,,,,,,
273,150.00,2.50,3.00,3.00,3.00,2.00,22.00,0.264,47.17,128.64,2.00,,,,,,,,,,
274,100.00,1.00,3.00,2.00,3.50,4.00,2.00,0.033,17.00,128.49,1.00,,,,,,,,,,
275,175.00,2.00,3.00,1.00,4.00,3.50,19.00,0.132,34.39,128.35,1.00,,,,,,,,,,
276,125.00,2.00,6.00,1.50,3.50,2.00,10.00,0.033,6.22,128.34,1.00,,,,,,,,,,
277,150.00,2.50,3.00,3.00,3.00,2.00,19.00,0.264,55.37,128.06,2.00,,,,,,,,,,
278,75.00,3.00,6.00,3.00,4.00,4.00,10.00,0.529,81.70,127.77,2.00,,,,,,,,,,
279,125.00,3.00,3.00,2.50,2.00,3.00,19.00,0.033,11.79,127.66,1.00,,,,,,,,,,
280,100.00,2.50,6.00,1.00,2.50,3.00,19.00,1.058,161.94,127.40,2.00,,,,,,,,,,
281,75.00,2.00,4.00,2.00,3.00,3.00,6.00,0.033,6.02,127.34,1.00,,,,,,,,,,
282,150.00,2.00,2.00,2.50,2.50,4.00,16.00,0.033,13.76,127.33,1.00,,,,,,,,,,
283,150.00,2.00,2.00,2.50,2.50,4.00,10.00,0.132,88.83,126.96,2.00,,,,,,,,,,
284,125.00,1.50,5.00,1.00,3.00,4.00,13.00,1.058,238.26,126.78,2.00,,,,,,,,,,
285,125.00,2.50,2.00,2.00,4.00,2.50,10.00,0.066,16.66,126.50,1.00,,,,,,,,,,
286,75.00,2.00,4.00,2.00,3.00,3.00,2.00,0.066,36.86,126.47,1.00,,,,,,,,,,
287,100.00,2.00,5.00,3.00,2.00,2.50,13.00,1.058,210.12,126.45,2.00,,,,,,,,,,
288,150.00,2.00,2.00,2.50,2.50,4.00,10.00,0.264,179.93,126.43,2.00,,,,,,,,,,
289,125.00,3.00,3.00,2.50,2.00,3.00,19.00,0.132,48.65,126.34,2.00,,,,,,,,,,
290,150.00,3.00,4.00,1.00,3.50,2.50,22.00,0.066,15.05,126.22,1.00,,,,,,,,,,
291,150.00,3.00,4.01,1.00,3.50,2.49,14.00,0.100,35.74,126.19,1.00,,,,,,,,,,
292,150.00,1.00,5.00,1.50,4.00,3.00,13.00,0.529,69.29,125.71,2.00,,,,,,,,,,
293,150.00,3.00,4.01,1.00,3.50,2.49,20.00,0.050,12.69,125.60,1.00,,,,,,,,,,
294,175.00,2.00,3.00,1.00,4.00,3.50,22.00,0.066,15.88,125.51,1.00,,,,,,,,,,
295,150.00,1.50,6.00,2.00,2.00,3.50,6.00,0.033,32.20,125.35,1.00,,,,,,,,,,
296,125.00,3.00,3.00,2.50,2.00,3.00,22.00,0.529,172.26,125.31,2.00,,,,,,,,,,
297,75.00,3.00,6.00,3.00,4.00,4.00,10.00,0.264,43.42,125.20,2.00,,,,,,,,,,
298,125.00,3.00,3.00,2.50,2.00,3.00,19.00,1.058,400.53,125.14,2.00,,,,,,,,,,
299,125.00,2.00,6.00,1.50,3.50,2.00,22.00,0.264,24.64,124.74,2.00,,,,,,,,,,
300,150.00,2.00,2.00,2.50,2.50,4.00,10.00,0.033,23.80,124.06,1.00,,,,,,,,,,
301,150.00,1.00,5.00,1.50,4.00,3.00,16.00,1.058,117.17,124.05,2.00,,,,,,,,,,
302,125.00,3.00,3.00,2.50,2.00,3.00,16.00,0.264,122.65,123.85,2.00,,,,,,,,,,
303,125.00,3.00,3.00,2.50,2.00,3.00,19.00,0.529,207.83,123.60,2.00,,,,,,,,,,
304,125.00,2.50,2.00,2.00,4.00,2.50,13.00,1.058,220.58,123.44,2.00,,,,,,,,,,
305,100.00,2.00,5.00,3.00,2.00,2.50,10.00,0.264,73.94,123.15,2.00,,,,,,,,,,
306,125.00,2.50,2.00,2.00,4.00,2.50,10.00,0.529,144.44,123.14,2.00,,,,,,,,,,
307,150.00,2.00,2.00,2.50,2.50,4.00,10.00,0.529,390.57,123.02,2.00,,,,,,,,,,
308,125.00,2.00,6.00,1.50,3.50,2.00,6.00,0.066,23.87,122.46,1.00,,,,,,,,,,
309,125.00,2.00,6.00,1.50,3.50,2.00,19.00,1.058,121.40,122.19,2.00,,,,,,,,,,
310,125.00,1.50,5.00,1.00,3.00,4.00,6.00,0.033,18.15,121.91,1.00,,,,,,,,,,
311,100.00,2.50,6.00,1.00,2.50,3.00,19.00,0.529,93.12,121.60,2.00,,,,,,,,,,
312,125.00,3.00,3.00,2.50,2.00,3.00,19.00,0.264,110.36,121.15,2.00,,,,,,,,,,
313,125.00,1.50,5.00,1.00,3.00,4.00,16.00,1.058,222.58,121.02,2.00,,,,,,,,,,
314,175.00,1.50,2.00,3.00,3.50,3.00,13.00,0.132,46.13,120.29,1.00,,,,,,,,,,
315,100.00,2.00,5.00,3.00,2.00,2.50,13.00,0.529,122.81,120.04,2.00,,,,,,,,,,
316,175.00,1.50,2.00,3.00,3.50,3.00,16.00,1.058,303.63,119.79,2.00,,,,,,,,,,
317,125.00,1.00,4.00,3.00,2.50,3.50,13.00,0.033,6.31,119.75,1.00,,,,,,,,,,
318,100.00,2.50,6.00,1.00,2.50,3.00,19.00,0.033,6.13,119.54,1.00,,,,,,,,,,
319,100.00,1.50,4.00,2.50,4.00,2.00,10.00,0.066,6.47,119.52,1.00,,,,,,,,,,
320,175.00,1.50,2.00,3.00,3.50,3.00,16.00,0.529,154.72,119.04,2.00,,,,,,,,,,
321,125.00,1.50,5.00,1.00,3.00,4.00,13.00,0.264,72.39,118.81,2.00,,,,,,,,,,
322,175.00,1.50,2.00,3.00,3.50,3.00,13.00,1.058,383.40,118.77,2.00,,,,,,,,,,
323,150.00,1.50,6.00,2.00,2.00,3.50,6.00,0.066,75.91,118.67,1.00,,,,,,,,,,
324,150.00,1.00,5.00,1.50,4.00,3.00,16.00,0.529,67.03,118.61,2.00,,,,,,,,,,
325,175.00,1.50,2.00,3.00,3.50,3.00,10.00,0.132,62.88,118.41,1.00,,,,,,,,,,
326,125.00,1.50,5.00,1.00,3.00,4.00,13.00,0.529,146.70,118.28,2.00,,,,,,,,,,
327,175.00,1.49,2.02,2.99,3.49,2.98,13.00,0.260,95.46,118.04,2.00,,,,,,,,,,
328,100.00,2.00,5.00,3.00,2.00,2.50,13.00,0.264,64.60,118.03,2.00,,,,,,,,,,
329,175.00,1.49,2.02,2.99,3.49,2.98,8.00,0.100,59.96,117.85,1.00,,,,,,,,,,
330,125.00,3.00,3.00,2.50,2.00,3.00,22.00,1.058,417.21,117.56,2.00,,,,,,,,,,
331,125.00,2.50,2.00,2.00,4.00,2.50,13.00,0.529,128.86,117.20,2.00,,,,,,,,,,
332,125.00,2.50,2.00,2.00,4.00,2.50,10.00,0.264,83.95,117.11,2.00,,,,,,,,,,
333,150.00,2.00,2.00,2.50,2.50,4.00,19.00,0.033,14.94,116.99,1.00,,,,,,,,,,
334,100.00,3.00,2.00,1.50,3.00,3.50,6.00,0.066,47.07,116.89,1.00,,,,,,,,,,
335,75.00,3.00,6.00,3.00,4.00,4.00,13.00,1.058,164.55,116.80,2.00,,,,,,,,,,
336,100.00,1.50,4.00,2.50,4.00,2.00,6.00,0.033,5.83,116.43,1.00,,,,,,,,,,
337,100.00,2.00,5.00,3.00,2.00,2.50,16.00,1.058,219.93,116.22,2.00,,,,,,,,,,
338,150.00,2.00,2.00,2.50,2.50,4.00,13.00,0.529,359.49,115.88,2.00,,,,,,,,,,
339,175.00,1.49,2.02,2.99,3.49,2.98,10.07,0.046,23.11,115.64,1.00,,,,,,,,,,
340,125.00,3.00,3.00,2.50,2.00,3.00,10.00,0.066,60.38,115.57,1.00,,,,,,,,,,
341,175.00,1.50,2.00,3.00,3.50,3.00,13.00,0.066,26.07,115.48,1.00,,,,,,,,,,
342,100.00,2.50,6.00,1.00,2.50,3.00,22.00,1.058,188.51,115.34,2.00,,,,,,,,,,
343,100.00,2.00,5.00,3.00,2.00,2.50,6.00,0.033,18.84,115.15,1.00,,,,,,,,,,
344,150.00,2.00,2.00,2.50,2.50,4.00,13.00,0.132,91.64,115.13,2.00,,,,,,,,,,
345,125.00,2.50,2.00,2.00,4.00,2.50,10.00,0.132,44.30,115.03,1.00,,,,,,,,,,
346,175.00,2.50,4.00,1.50,2.00,4.00,22.00,0.066,57.84,114.96,1.00,,,,,,,,,,
347,175.00,1.50,2.00,3.00,3.50,3.00,16.00,0.066,21.68,114.59,1.00,,,,,,,,,,
348,150.00,2.00,2.00,2.50,2.50,4.00,13.00,0.264,185.91,114.58,2.00,,,,,,,,,,
349,125.00,1.50,5.00,1.00,3.00,4.00,19.00,1.058,221.25,114.51,2.00,,,,,,,,,,
350,100.00,1.00,3.00,2.00,3.50,4.00,2.00,0.066,48.11,114.46,1.00,,,,,,,,,,
351,150.00,2.50,3.00,3.00,3.00,2.00,13.00,0.132,56.93,114.28,1.00,,,,,,,,,,
352,125.00,3.00,3.00,2.50,2.00,3.00,16.00,0.132,79.14,113.76,2.00,,,,,,,,,,
353,100.00,1.00,3.00,2.00,3.50,4.00,6.00,0.033,8.19,113.67,1.00,,,,,,,,,,
354,125.00,2.00,6.00,1.50,3.50,2.00,22.00,1.058,130.78,113.51,2.00,,,,,,,,,,
355,150.00,1.00,5.00,1.50,4.00,3.00,16.00,0.264,38.31,113.44,2.00,,,,,,,,,,
356,125.00,1.50,5.00,1.00,3.00,4.00,19.00,0.264,57.54,113.02,2.00,,,,,,,,,,
357,100.00,1.50,4.00,2.50,4.00,2.00,10.00,1.058,122.74,112.93,2.00,,,,,,,,,,
358,125.00,3.00,3.00,2.50,2.00,3.00,22.00,0.264,117.69,112.92,2.00,,,,,,,,,,
359,150.00,2.00,2.00,2.50,2.50,4.00,13.00,0.066,48.78,112.75,1.00,,,,,,,,,,
360,125.00,1.00,4.00,3.00,2.50,3.50,6.00,0.033,16.42,112.69,1.00,,,,,,,,,,
361,75.00,1.00,2.00,1.00,2.00,2.00,2.00,0.033,14.47,112.69,1.00,,,,,,,,,,
362,75.00,3.00,6.00,3.00,4.00,4.00,6.00,0.033,12.60,112.10,1.00,,,,,,,,,,
363,125.00,1.50,5.00,1.00,3.00,4.00,22.00,1.058,204.36,111.98,2.00,,,,,,,,,,
364,175.00,1.49,2.02,2.99,3.49,2.98,8.00,0.150,105.80,111.64,1.00,,,,,,,,,,
365,175.00,1.49,2.02,2.99,3.49,2.98,8.00,0.200,141.53,111.52,1.00,,,,,,,,,,
366,175.00,1.50,2.00,3.00,3.50,3.00,19.00,0.529,158.79,111.44,2.00,,,,,,,,,,
367,100.00,3.00,2.00,1.50,3.00,3.50,10.00,0.529,261.39,111.35,2.00,,,,,,,,,,
368,175.00,1.00,5.96,2.50,3.02,2.49,8.00,0.050,23.89,111.31,1.00,,,,,,,,,,
369,125.00,2.50,2.00,2.00,4.00,2.50,16.00,1.058,249.31,110.58,2.00,,,,,,,,,,
370,75.00,1.50,3.00,1.50,2.50,2.50,2.00,0.066,43.10,110.57,1.00,,,,,,,,,,
371,100.00,1.96,4.87,2.97,2.00,2.44,13.00,0.260,74.16,110.55,2.00,,,,,,,,,,
372,150.00,1.00,5.00,1.50,4.00,3.00,19.00,1.058,139.85,110.44,2.00,,,,,,,,,,
373,100.00,2.50,6.00,1.00,2.50,3.00,22.00,0.066,13.50,110.21,1.00,,,,,,,,,,
374,100.00,2.00,5.00,3.00,2.00,2.50,16.00,0.264,64.86,109.99,2.00,,,,,,,,,,
375,125.00,1.50,5.00,1.00,3.00,4.00,16.00,0.264,74.14,109.98,2.00,,,,,,,,,,
376,100.00,2.50,6.00,1.00,2.50,3.00,16.00,0.066,18.77,109.81,1.00,,,,,,,,,,
377,125.00,1.50,5.00,1.00,3.00,4.00,16.00,0.529,150.23,109.50,2.00,,,,,,,,,,
378,150.00,1.00,5.00,1.50,4.00,3.00,19.00,0.264,35.91,109.46,2.00,,,,,,,,,,
379,75.00,3.00,6.00,3.00,4.00,4.00,13.00,0.264,50.10,109.37,2.00,,,,,,,,,,
380,75.00,3.00,6.00,3.00,4.00,4.00,16.00,0.033,5.09,109.35,1.00,,,,,,,,,,
381,75.00,3.00,6.00,3.00,4.00,4.00,10.00,0.033,8.19,109.18,1.00,,,,,,,,,,
382,75.00,2.50,5.00,2.50,3.50,3.50,10.00,0.033,7.04,108.77,1.00,,,,,,,,,,
383,150.00,2.50,3.00,3.00,3.00,2.00,16.00,0.066,26.85,108.74,1.00,,,,,,,,,,
384,100.00,3.00,2.00,1.50,3.00,3.50,10.00,0.132,70.32,108.66,2.00,,,,,,,,,,
385,75.00,3.00,6.00,3.00,4.00,4.00,13.00,0.529,102.89,108.41,2.00,,,,,,,,,,
386,150.00,1.00,5.00,1.50,4.00,3.00,22.00,0.529,64.10,108.27,2.00,,,,,,,,,,
387,100.00,1.50,4.00,2.50,4.00,2.00,6.00,0.066,14.52,108.25,1.00,,,,,,,,,,
388,150.00,1.00,5.00,1.50,4.00,3.00,19.00,0.529,74.60,108.08,2.00,,,,,,,,,,
389,75.00,2.50,5.00,2.50,3.50,3.50,10.00,0.529,115.02,108.02,2.00,,,,,,,,,,
390,125.00,2.50,2.00,2.00,4.00,2.50,19.00,0.529,113.79,107.65,2.00,,,,,,,,,,
391,125.00,1.50,5.00,1.00,3.00,4.00,10.00,0.033,15.82,107.64,1.00,,,,,,,,,,
392,100.00,2.00,5.00,3.00,2.00,2.50,16.00,0.529,138.91,107.51,2.00,,,,,,,,,,
393,150.00,1.50,6.00,2.00,2.00,3.50,10.00,0.033,30.81,107.30,1.00,,,,,,,,,,
394,175.00,1.50,2.00,3.00,3.50,3.00,19.00,1.058,356.57,107.22,2.00,,,,,,,,,,
395,125.00,2.50,2.00,2.00,4.00,2.50,19.00,0.066,14.41,107.17,1.00,,,,,,,,,,
396,175.00,1.50,2.00,3.00,3.50,3.00,22.00,0.264,77.18,107.13,2.00,,,,,,,,,,
397,75.00,2.50,5.00,2.50,3.50,3.50,10.00,1.058,237.21,106.92,2.00,,,,,,,,,,
398,100.00,2.00,5.00,3.00,2.00,2.50,19.00,1.058,239.05,106.74,2.00,,,,,,,,,,
399,75.00,3.00,6.00,3.00,4.00,4.00,16.00,1.058,175.64,106.65,2.00,,,,,,,,,,
400,75.00,3.00,6.00,3.00,4.00,4.00,13.00,0.260,53.60,106.32,2.00,,,,,,,,,,
401,150.00,2.00,2.00,2.50,2.50,4.00,10.00,0.066,75.73,106.28,1.00,,,,,,,,,,
402,150.00,1.00,5.00,1.50,4.00,3.00,22.00,1.058,136.15,106.12,2.00,,,,,,,,,,
403,100.00,2.81,2.00,1.50,2.99,3.58,8.00,0.150,102.42,106.10,2.00,,,,,,,,,,
404,125.00,1.00,4.00,3.00,2.50,3.50,10.00,0.033,11.81,106.09,1.00,,,,,,,,,,
405,100.00,2.81,2.00,1.50,2.99,3.58,8.00,0.200,136.69,106.07,2.00,,,,,,,,,,
406,175.00,1.49,2.02,2.99,3.49,2.98,14.00,0.050,23.52,106.04,1.00,,,,,,,,,,
407,100.00,3.00,2.00,1.50,3.00,3.50,10.00,0.264,151.81,105.93,2.00,,,,,,,,,,
408,75.00,3.00,6.00,3.00,4.00,4.00,14.00,0.200,38.78,105.86,2.00,,,,,,,,,,
409,100.00,2.00,5.00,3.00,2.00,2.50,19.00,0.529,122.62,105.83,2.00,,,,,,,,,,
410,175.00,1.50,2.00,3.00,3.50,3.00,19.00,0.066,23.19,105.81,1.00,,,,,,,,,,
411,125.00,1.00,4.00,3.00,2.50,3.50,10.00,1.058,382.94,105.61,2.00,,,,,,,,,,
412,75.00,3.00,6.00,3.00,4.00,4.00,13.00,0.033,6.98,105.48,1.00,,,,,,,,,,
413,100.00,1.50,4.00,2.50,4.00,2.00,10.00,0.529,75.79,105.25,2.00,,,,,,,,,,
414,125.00,2.50,2.00,2.00,4.00,2.50,16.00,0.264,72.49,105.15,2.00,,,,,,,,,,
415,125.00,2.50,2.00,2.00,4.00,2.50,19.00,1.058,244.26,105.14,2.00,,,,,,,,,,
416,150.00,2.50,3.00,3.00,3.00,2.00,16.00,0.132,59.50,105.08,1.00,,,,,,,,,,
417,125.00,3.00,3.00,2.50,2.00,3.00,22.00,0.132,73.40,104.90,2.00,,,,,,,,,,
418,75.00,2.50,5.00,2.50,3.50,3.50,10.00,0.264,63.27,104.64,2.00,,,,,,,,,,
419,150.00,2.00,2.00,2.50,2.50,4.00,16.00,0.132,99.20,104.63,2.00,,,,,,,,,,
420,100.00,1.50,4.00,2.50,4.00,2.00,13.00,1.058,119.96,104.26,2.00,,,,,,,,,,
421,125.00,1.50,5.00,1.00,3.00,4.00,13.00,0.132,53.69,104.17,2.00,,,,,,,,,,
422,125.00,1.50,5.00,1.00,3.00,4.00,19.00,0.529,147.95,103.94,2.00,,,,,,,,,,
423,150.00,2.00,2.00,2.50,2.50,4.00,19.00,0.264,170.47,103.93,2.00,,,,,,,,,,
424,100.00,2.50,6.00,1.00,2.50,3.00,22.00,0.529,129.36,103.79,2.00,,,,,,,,,,
425,125.00,1.00,4.00,3.00,2.50,3.50,13.00,0.529,155.83,103.64,2.00,,,,,,,,,,
426,125.00,1.50,5.00,1.00,3.00,4.00,22.00,0.529,128.95,103.62,2.00,,,,,,,,,,
427,125.00,1.50,5.00,1.00,3.00,4.00,6.00,0.066,59.40,103.45,1.00,,,,,,,,,,
428,150.00,2.00,2.00,2.50,2.50,4.00,16.00,0.264,205.49,103.41,2.00,,,,,,,,,,
429,75.00,3.00,6.00,3.00,4.00,4.00,16.00,0.529,96.71,103.27,2.00,,,,,,,,,,
430,125.00,1.50,5.00,1.00,3.00,4.00,22.00,0.264,65.24,103.21,2.00,,,,,,,,,,
431,125.00,2.50,2.00,2.00,4.00,2.50,16.00,0.529,153.54,103.16,2.00,,,,,,,,,,
432,125.00,3.00,3.00,2.50,2.00,3.00,13.00,0.066,65.32,103.15,1.00,,,,,,,,,,
433,125.00,1.00,4.00,3.00,2.50,3.50,10.00,0.529,207.21,102.87,2.00,,,,,,,,,,
434,150.00,1.00,5.00,1.50,4.00,3.00,22.00,0.264,37.81,102.46,2.00,,,,,,,,,,
435,125.00,2.00,6.00,1.50,3.50,2.00,22.00,0.132,22.24,102.45,2.00,,,,,,,,,,
436,75.00,2.00,4.00,2.00,3.00,3.00,13.00,0.033,5.34,102.41,1.00,,,,,,,,,,
437,75.00,3.00,6.00,3.00,4.00,4.00,6.00,0.066,33.11,102.36,1.00,,,,,,,,,,
438,100.00,2.00,5.00,3.00,2.00,2.50,22.00,1.058,235.66,102.13,2.00,,,,,,,,,,
439,125.00,2.50,2.00,2.00,4.00,2.50,13.00,0.264,97.39,102.12,1.00,,,,,,,,,,
440,125.00,2.50,2.00,2.00,4.00,2.50,22.00,0.066,14.40,102.09,1.00,,,,,,,,,,
441,100.00,2.81,2.00,1.50,2.99,3.58,8.00,0.050,38.36,102.06,1.00,,,,,,,,,,
442,75.00,1.00,2.00,1.00,2.00,2.00,2.00,0.066,39.04,102.00,1.00,,,,,,,,,,
443,100.00,2.50,6.00,1.00,2.50,3.00,22.00,0.264,68.18,101.98,2.00,,,,,,,,,,
444,75.00,3.00,6.00,3.00,4.00,4.00,19.00,1.058,169.81,101.85,2.00,,,,,,,,,,
445,125.00,2.50,2.00,2.00,4.00,2.50,22.00,1.058,232.33,101.81,2.00,,,,,,,,,,
446,175.00,1.50,2.00,3.00,3.50,3.00,22.00,0.529,180.92,101.61,2.00,,,,,,,,,,
447,75.00,3.00,6.00,3.00,4.00,4.00,19.00,0.529,85.85,101.47,2.00,,,,,,,,,,
448,125.00,2.00,6.00,1.50,3.50,2.00,16.00,0.066,16.02,100.85,1.00,,,,,,,,,,
449,100.00,2.50,6.00,1.00,2.50,3.00,10.00,0.066,38.80,100.82,1.00,,,,,,,,,,
450,75.00,2.50,5.00,2.50,3.50,3.50,13.00,0.033,6.82,100.75,1.00,,,,,,,,,,
451,125.00,2.00,6.00,1.50,3.50,2.00,19.00,0.132,27.13,100.68,1.00,,,,,,,,,,
452,125.00,1.00,4.00,3.00,2.50,3.50,6.00,0.066,46.58,100.29,1.00,,,,,,,,,,
453,75.00,2.50,5.00,2.50,3.50,3.50,13.00,0.529,110.74,100.24,2.00,,,,,,,,,,
454,150.00,2.00,2.00,2.50,2.50,4.00,19.00,0.132,95.49,100.07,2.00,,,,,,,,,,
455,100.00,2.00,5.00,3.00,2.00,2.50,19.00,0.264,72.87,99.91,2.00,,,,,,,,,,
456,175.00,1.50,2.00,3.00,3.50,3.00,22.00,1.058,381.05,99.87,2.00,,,,,,,,,,
457,150.00,2.00,2.00,2.50,2.50,4.00,19.00,0.529,385.28,99.78,2.00,,,,,,,,,,
458,175.00,1.50,2.00,3.00,3.50,3.00,16.00,0.264,131.81,99.67,1.00,,,,,,,,,,
459,75.00,2.00,4.00,2.00,3.00,3.00,10.00,0.264,60.30,99.64,2.00,,,,,,,,,,
460,75.00,2.00,4.00,2.00,3.00,3.00,10.00,1.058,241.94,99.54,2.00,,,,,,,,,,
461,100.00,3.00,2.00,1.50,3.00,3.50,13.00,0.264,140.75,99.53,2.00,,,,,,,,,,
462,75.00,2.50,5.00,2.50,3.50,3.50,13.00,0.264,56.64,99.48,2.00,,,,,,,,,,
463,125.00,2.50,2.00,2.00,4.00,2.50,22.00,0.529,125.00,99.35,2.00,,,,,,,,,,
464,175.00,1.50,2.00,3.00,3.50,3.00,19.00,0.264,112.31,99.28,2.00,,,,,,,,,,
465,75.00,1.50,3.00,1.50,2.50,2.50,6.00,0.033,9.93,99.27,1.00,,,,,,,,,,
466,125.00,2.50,2.00,2.00,4.00,2.50,13.00,0.132,53.45,99.00,1.00,,,,,,,,,,
467,75.00,2.00,4.00,2.00,3.00,3.00,10.00,0.529,123.07,98.97,2.00,,,,,,,,,,
468,175.00,1.00,5.96,2.50,3.02,2.49,8.00,0.100,68.81,98.57,1.00,,,,,,,,,,
469,100.00,2.50,6.00,1.00,2.50,3.00,10.00,0.132,83.39,98.44,1.00,,,,,,,,,,
470,75.00,2.50,5.00,2.50,3.50,3.50,13.00,1.058,234.32,98.37,2.00,,,,,,,,,,
471,75.00,3.00,6.00,3.00,4.00,4.00,16.00,0.264,56.19,98.23,2.00,,,,,,,,,,
472,75.00,2.50,5.00,2.50,3.50,3.50,6.00,0.066,31.95,98.15,1.00,,,,,,,,,,
473,175.00,1.49,2.02,2.99,3.49,2.98,20.00,0.200,84.32,97.65,2.00,,,,,,,,,,
474,175.00,1.50,2.00,3.00,3.50,3.00,13.00,0.264,173.27,97.50,1.00,,,,,,,,,,
475,150.00,2.00,2.00,2.50,2.50,4.00,19.00,0.066,51.75,97.42,1.00,,,,,,,,,,
476,150.00,2.00,2.00,2.50,2.50,4.00,16.00,0.529,491.97,97.39,2.00,,,,,,,,,,
477,100.00,3.00,2.00,1.50,3.00,3.50,10.00,0.066,49.33,97.06,1.00,,,,,,,,,,
478,150.00,2.00,2.00,2.50,2.50,4.00,22.00,0.132,90.60,96.98,2.00,,,,,,,,,,
479,125.00,1.50,5.00,1.00,3.00,4.00,16.00,0.132,54.10,96.96,2.00,,,,,,,,,,
480,75.00,2.00,4.00,2.00,3.00,3.00,6.00,0.066,27.68,96.47,1.00,,,,,,,,,,
481,100.00,1.50,4.00,2.50,4.00,2.00,13.00,0.529,75.79,96.44,2.00,,,,,,,,,,
482,150.00,2.50,3.00,3.00,3.00,2.00,22.00,0.066,28.01,96.42,1.00,,,,,,,,,,
483,100.00,3.00,2.00,1.50,3.00,3.50,13.00,0.132,77.49,96.39,2.00,,,,,,,,,,
484,175.00,1.50,2.00,3.00,3.50,3.00,16.00,0.132,73.85,95.96,1.00,,,,,,,,,,
485,100.00,1.50,4.00,2.50,4.00,2.00,13.00,0.066,9.64,95.88,1.00,,,,,,,,,,
486,150.00,2.50,3.00,3.00,3.00,2.00,19.00,0.066,33.04,95.82,1.00,,,,,,,,,,
487,125.00,1.50,5.00,1.00,3.00,4.00,10.00,0.066,44.91,95.78,1.00,,,,,,,,,,
488,125.00,2.00,6.00,1.50,3.50,2.00,19.00,0.066,15.80,95.69,1.00,,,,,,,,,,
489,75.00,1.50,3.00,1.50,2.50,2.50,10.00,0.033,6.68,95.56,1.00,,,,,,,,,,
490,100.00,2.50,6.00,1.00,2.50,3.00,19.00,0.066,24.07,95.45,1.00,,,,,,,,,,
491,125.00,2.00,6.00,1.50,3.50,2.00,10.00,0.066,30.38,95.31,1.00,,,,,,,,,,
492,125.00,3.00,3.00,2.50,2.00,3.00,22.00,0.033,24.47,95.30,1.00,,,,,,,,,,
