Experiment,Orifice width (um),Aspect ratio,Expansion ratio,Normalized orifice length,Normalized water inlet,Normalized oil inlet,Flow rate ratio,Capillary number,Observed generation rate (Hz),Observed droplet diameter (um),Observed regime (1= Dripping & 2 = Jetting),,,,,,,,,,
493,100.00,1.00,3.00,2.00,3.50,4.00,10.00,0.529,133.87,95.18,2.00,,,,,,,,,,
494,100.00,2.81,2.00,1.50,2.99,3.58,8.00,0.100,95.43,94.90,1.00,,,,,,,,,,
495,150.00,2.00,2.00,2.50,2.50,4.00,22.00,0.264,193.55,94.87,2.00,,,,,,,,,,
496,125.00,2.50,2.00,2.00,4.00,2.50,16.00,0.132,49.39,94.85,1.00,,,,,,,,,,
497,75.00,3.00,6.00,3.00,4.00,4.00,19.00,0.033,6.58,94.78,1.00,,,,,,,,,,
498,75.00,3.00,6.00,3.00,4.00,4.00,22.00,1.058,182.46,94.70,2.00,,,,,,,,,,
499,75.00,2.50,5.00,2.50,3.50,3.50,16.00,1.058,213.52,94.68,2.00,,,,,,,,,,
500,125.00,3.00,3.00,2.50,2.00,3.00,19.00,0.066,58.07,94.53,1.00,,,,,,,,,,
501,150.00,2.50,3.00,3.00,3.00,2.00,22.00,0.132,59.65,94.42,1.00,,,,,,,,,,
502,75.00,3.00,6.00,3.00,4.00,4.00,19.00,0.264,53.44,94.33,2.00,,,,,,,,,,
503,175.00,1.00,6.00,2.50,3.00,2.50,13.00,0.066,32.43,94.20,1.00,,,,,,,,,,
504,125.00,1.00,4.00,3.00,2.50,3.50,13.00,1.058,415.55,94.17,2.00,,,,,,,,,,
505,175.00,1.00,5.96,2.50,3.02,2.49,8.00,0.150,118.63,94.10,1.00,,,,,,,,,,
506,100.00,3.00,2.00,1.50,3.00,3.50,19.00,0.033,14.30,93.99,1.00,,,,,,,,,,
507,150.00,2.00,2.00,2.50,2.50,4.00,16.00,0.066,68.46,93.97,1.00,,,,,,,,,,
508,150.00,2.50,3.00,3.00,3.00,2.00,19.00,0.132,70.38,93.83,1.00,,,,,,,,,,
509,150.00,2.00,2.00,2.50,2.50,4.00,22.00,0.033,25.03,93.80,1.00,,,,,,,,,,
510,125.00,1.50,5.00,1.00,3.00,4.00,22.00,0.132,43.57,93.72,2.00,,,,,,,,,,
511,150.00,2.00,2.00,2.50,2.50,4.00,13.00,0.033,42.60,93.63,1.00,,,,,,,,,,
512,100.00,3.00,2.00,1.50,3.00,3.50,13.00,0.529,340.03,93.46,2.00,,,,,,,,,,
513,125.00,2.50,2.00,2.00,4.00,2.50,19.00,0.264,86.96,93.45,2.00,,,,,,,,,,
514,150.00,1.00,5.00,1.50,4.00,3.00,10.00,0.066,27.44,93.42,1.00,,,,,,,,,,
515,100.00,1.50,4.00,2.50,4.00,2.00,16.00,1.058,135.72,93.37,2.00,,,,,,,,,,
516,100.00,2.50,6.00,1.00,2.50,3.00,22.00,0.132,44.45,93.34,2.00,,,,,,,,,,
517,75.00,3.00,6.00,3.00,4.00,4.00,22.00,0.529,95.37,93.31,2.00,,,,,,,,,,
518,175.00,1.50,2.00,3.00,3.50,3.00,22.00,0.132,58.94,93.03,1.00,,,,,,,,,,
519,75.00,2.00,4.00,2.00,3.00,3.00,13.00,1.058,228.49,92.96,2.00,,,,,,,,,,
520,100.00,1.96,4.87,2.97,2.00,2.44,19.22,0.260,84.52,92.87,2.00,,,,,,,,,,
521,125.00,1.00,4.00,3.00,2.50,3.50,16.00,1.058,352.46,92.83,2.00,,,,,,,,,,
522,100.00,1.00,3.00,2.00,3.50,4.00,10.00,1.058,291.95,92.47,2.00,,,,,,,,,,
523,100.00,2.00,5.00,3.00,2.00,2.50,22.00,0.264,79.38,92.47,2.00,,,,,,,,,,
524,125.00,2.00,6.00,1.50,3.50,2.00,13.00,0.066,25.71,92.33,1.00,,,,,,,,,,
525,75.00,3.00,6.00,3.00,4.00,4.00,22.00,0.264,49.22,92.32,2.00,,,,,,,,,,
526,100.00,1.50,4.00,2.50,4.00,2.00,16.00,0.066,8.78,92.31,1.00,,,,,,,,,,
527,100.00,2.50,6.00,1.00,2.50,3.00,13.00,0.066,38.90,92.30,1.00,,,,,,,,,,
528,125.00,2.50,2.00,2.00,4.00,2.50,22.00,0.264,78.27,92.17,2.00,,,,,,,,,,
529,100.00,2.00,5.00,3.00,2.00,2.50,22.00,0.529,161.07,92.03,2.00,,,,,,,,,,
530,175.00,1.00,6.00,2.50,3.00,2.50,10.00,0.132,90.54,91.99,1.00,,,,,,,,,,
531,125.00,1.00,4.00,3.00,2.50,3.50,16.00,0.529,182.76,91.71,2.00,,,,,,,,,,
532,100.00,3.00,2.00,1.50,3.00,3.50,22.00,0.033,13.38,91.51,1.00,,,,,,,,,,
533,125.00,3.00,3.00,2.50,2.00,3.00,16.00,0.066,76.20,91.44,1.00,,,,,,,,,,
534,175.00,1.50,2.00,3.00,3.50,3.00,19.00,0.132,72.35,91.24,1.00,,,,,,,,,,
535,150.00,2.00,2.00,2.50,2.50,4.00,22.00,0.529,437.46,91.08,2.00,,,,,,,,,,
536,175.00,1.00,5.96,2.50,3.02,2.49,8.00,0.200,175.12,90.96,1.00,,,,,,,,,,
537,75.00,2.00,4.00,2.00,3.00,3.00,13.00,0.529,122.47,90.83,2.00,,,,,,,,,,
538,125.00,1.50,5.00,1.00,3.00,4.00,19.00,0.132,55.59,90.74,2.00,,,,,,,,,,
539,75.00,2.50,5.00,2.50,3.50,3.50,16.00,0.264,60.73,90.70,2.00,,,,,,,,,,
540,100.00,2.00,5.00,3.00,2.00,2.50,6.00,0.066,77.23,90.65,1.00,,,,,,,,,,
541,100.00,3.00,2.00,1.50,3.00,3.50,16.00,0.264,152.22,90.48,2.00,,,,,,,,,,
542,100.00,1.50,4.00,2.50,4.00,2.00,16.00,0.529,75.07,90.28,2.00,,,,,,,,,,
543,175.00,1.00,6.00,2.50,3.00,2.50,16.00,0.066,30.10,90.11,1.00,,,,,,,,,,
544,100.00,2.50,6.00,1.00,2.50,3.00,13.00,0.132,83.89,90.01,1.00,,,,,,,,,,
545,100.00,2.81,2.00,1.50,2.99,3.58,13.00,0.260,179.88,89.86,2.00,,,,,,,,,,
546,125.00,1.50,5.00,1.00,3.00,4.00,22.00,0.033,12.37,89.84,1.00,,,,,,,,,,
547,175.00,1.49,2.02,2.99,3.49,2.98,14.00,0.200,155.82,89.62,1.00,,,,,,,,,,
548,75.00,2.50,5.00,2.50,3.50,3.50,16.00,0.529,126.68,89.43,2.00,,,,,,,,,,
549,175.00,1.49,2.02,2.99,3.49,2.98,14.00,0.100,78.49,89.40,1.00,,,,,,,,,,
550,125.00,1.50,5.00,1.00,3.00,4.00,13.00,0.033,21.36,89.23,1.00,,,,,,,,,,
551,75.00,3.00,6.00,3.00,4.00,4.00,20.00,0.200,45.58,89.07,2.00,,,,,,,,,,
552,100.00,1.50,4.00,2.50,4.00,2.00,19.00,0.066,8.23,89.05,1.00,,,,,,,,,,
553,75.00,2.00,4.00,2.00,3.00,3.00,16.00,0.033,6.60,89.04,1.00,,,,,,,,,,
554,75.00,2.50,5.00,2.50,3.50,3.50,19.00,1.058,216.73,88.97,2.00,,,,,,,,,,
555,100.00,3.00,2.00,1.50,3.00,3.50,16.00,0.529,320.47,88.95,2.00,,,,,,,,,,
556,100.00,1.96,4.87,2.97,2.00,2.44,8.00,0.050,44.80,88.74,1.00,,,,,,,,,,
557,125.00,2.00,6.00,1.50,3.50,2.00,10.00,0.132,75.47,88.66,1.00,,,,,,,,,,
558,100.00,1.00,3.00,2.00,3.50,4.00,13.00,0.529,127.86,88.55,2.00,,,,,,,,,,
559,175.00,1.49,2.02,2.99,3.49,2.98,14.00,0.150,121.48,88.47,1.00,,,,,,,,,,
560,75.00,3.00,6.00,3.00,4.00,4.00,20.00,0.150,34.92,88.43,2.00,,,,,,,,,,
561,150.00,1.00,5.00,1.50,4.00,3.00,10.00,0.132,65.08,88.25,1.00,,,,,,,,,,
562,100.00,1.96,4.87,2.97,2.00,2.44,20.00,0.200,72.90,88.25,2.00,,,,,,,,,,
563,100.00,1.00,3.00,2.00,3.50,4.00,10.00,0.033,10.54,88.13,1.00,,,,,,,,,,
564,150.00,1.50,6.00,2.00,2.00,3.50,10.00,0.066,114.11,87.38,1.00,,,,,,,,,,
565,175.00,1.00,6.00,2.50,3.00,2.50,13.00,0.264,165.10,86.92,1.00,,,,,,,,,,
566,75.00,3.00,6.00,3.00,4.00,4.00,8.00,0.050,30.75,86.83,1.00,,,,,,,,,,
567,125.00,1.50,5.00,1.00,3.00,4.00,13.00,0.066,46.58,86.69,1.00,,,,,,,,,,
568,150.00,2.00,2.00,2.50,2.50,4.00,22.00,0.066,63.43,86.69,2.00,,,,,,,,,,
569,150.00,1.50,6.00,2.00,2.00,3.50,19.00,0.033,30.81,86.63,1.00,,,,,,,,,,
570,75.00,2.50,5.00,2.50,3.50,3.50,19.00,0.529,117.41,86.62,2.00,,,,,,,,,,
571,175.00,1.00,5.96,2.50,3.02,2.49,14.00,0.050,29.03,86.56,1.00,,,,,,,,,,
572,175.00,1.50,2.00,3.00,3.50,3.00,22.00,0.066,36.64,86.52,1.00,,,,,,,,,,
573,125.00,1.50,5.00,1.00,3.00,4.00,16.00,0.033,19.06,86.48,1.00,,,,,,,,,,
574,175.00,1.00,6.00,2.50,3.00,2.50,10.00,0.264,219.73,86.25,1.00,,,,,,,,,,
575,100.00,1.50,4.00,2.50,4.00,2.00,19.00,1.058,145.78,86.09,2.00,,,,,,,,,,
576,100.00,2.00,5.00,3.00,2.00,2.50,13.00,0.033,20.88,86.00,1.00,,,,,,,,,,
577,75.00,3.00,6.00,3.00,4.00,4.00,10.00,0.066,33.74,85.79,1.00,,,,,,,,,,
578,100.00,2.50,6.00,1.00,2.50,3.00,16.00,0.132,79.16,85.63,1.00,,,,,,,,,,
579,75.00,2.50,5.00,2.50,3.50,3.50,22.00,1.058,211.01,85.48,2.00,,,,,,,,,,
580,75.00,2.00,4.00,2.00,3.00,3.00,16.00,1.058,239.41,85.40,2.00,,,,,,,,,,
581,125.00,1.00,4.00,3.00,2.50,3.50,19.00,0.529,192.95,85.05,2.00,,,,,,,,,,
582,75.00,2.50,5.00,2.50,3.50,3.50,10.00,0.066,29.61,84.90,1.00,,,,,,,,,,
583,75.00,2.50,5.00,2.50,3.50,3.50,19.00,0.264,62.37,84.89,2.00,,,,,,,,,,
584,100.00,2.81,2.00,1.50,2.99,3.58,14.00,0.200,153.53,84.68,2.00,,,,,,,,,,
585,100.00,1.00,3.00,2.00,3.50,4.00,13.00,0.033,9.14,84.67,1.00,,,,,,,,,,
586,100.00,2.81,2.00,1.50,2.99,3.58,14.00,0.150,115.63,84.56,2.00,,,,,,,,,,
587,100.00,2.00,5.00,3.00,2.00,2.50,10.00,0.033,28.55,84.56,1.00,,,,,,,,,,
588,150.00,1.00,5.00,1.50,4.00,3.00,16.00,0.132,46.27,84.54,1.00,,,,,,,,,,
589,125.00,1.00,4.00,3.00,2.50,3.50,10.00,0.066,46.74,84.49,1.00,,,,,,,,,,
590,100.00,1.50,4.00,2.50,4.00,2.00,19.00,0.529,77.76,84.26,2.00,,,,,,,,,,
591,125.00,1.50,5.00,1.00,3.00,4.00,19.00,0.033,17.36,84.25,1.00,,,,,,,,,,
592,75.00,2.00,4.00,2.00,3.00,3.00,13.00,0.264,77.49,83.97,2.00,,,,,,,,,,
593,125.00,1.00,4.00,3.00,2.50,3.50,19.00,0.033,12.56,83.91,1.00,,,,,,,,,,
594,100.00,3.00,2.00,1.50,3.00,3.50,16.00,0.132,95.84,83.79,2.00,,,,,,,,,,
595,75.00,1.00,2.00,1.00,2.00,2.00,6.00,0.033,11.78,83.68,1.00,,,,,,,,,,
596,75.00,2.50,5.00,2.50,3.50,3.50,22.00,0.529,112.77,83.61,2.00,,,,,,,,,,
597,75.00,1.50,3.00,1.50,2.50,2.50,6.00,0.066,33.27,83.57,1.00,,,,,,,,,,
598,75.00,1.50,3.00,1.50,2.50,2.50,13.00,0.033,7.69,83.54,1.00,,,,,,,,,,
599,125.00,3.00,3.00,2.50,2.00,3.00,22.00,0.066,72.86,83.47,1.00,,,,,,,,,,
600,100.00,3.00,2.00,1.50,3.00,3.50,19.00,0.264,163.64,83.41,2.00,,,,,,,,,,
601,100.00,2.81,2.00,1.50,2.99,3.58,14.00,0.100,81.02,83.17,2.00,,,,,,,,,,
602,125.00,1.00,4.00,3.00,2.50,3.50,19.00,1.058,414.49,83.05,2.00,,,,,,,,,,
603,175.00,1.49,2.02,2.99,3.49,2.98,20.00,0.050,35.02,82.45,1.00,,,,,,,,,,
604,125.00,1.00,4.00,3.00,2.50,3.50,22.00,0.529,183.75,82.32,2.00,,,,,,,,,,
605,75.00,3.00,6.00,3.00,4.00,4.00,16.00,0.066,24.50,81.61,1.00,,,,,,,,,,
606,100.00,1.50,4.00,2.50,4.00,2.00,22.00,1.058,147.89,81.60,2.00,,,,,,,,,,
607,100.00,3.00,2.00,1.50,3.00,3.50,22.00,0.529,307.07,81.14,2.00,,,,,,,,,,
608,100.00,1.50,4.00,2.50,4.00,2.00,22.00,0.066,9.46,80.97,1.00,,,,,,,,,,
609,75.00,2.00,4.00,2.00,3.00,3.00,16.00,0.529,140.69,80.93,2.00,,,,,,,,,,
610,100.00,1.00,3.00,2.00,3.50,4.00,13.00,1.058,338.46,80.65,2.00,,,,,,,,,,
611,150.00,1.50,6.00,2.00,2.00,3.50,13.00,0.033,55.97,80.58,1.00,,,,,,,,,,
612,125.00,2.50,2.00,2.00,4.00,2.50,19.00,0.132,67.97,80.52,1.00,,,,,,,,,,
613,100.00,1.50,4.00,2.50,4.00,2.00,10.00,0.132,42.37,80.49,1.00,,,,,,,,,,
614,100.00,3.00,2.00,1.50,3.00,3.50,13.00,0.066,67.07,80.28,1.00,,,,,,,,,,
615,125.00,2.50,2.00,2.00,4.00,2.50,22.00,0.132,59.66,80.09,1.00,,,,,,,,,,
616,150.00,1.50,6.00,2.00,2.00,3.50,16.00,0.033,46.46,80.00,1.00,,,,,,,,,,
617,75.00,2.00,4.00,2.00,3.00,3.00,19.00,1.058,246.65,79.85,2.00,,,,,,,,,,
618,150.00,1.00,5.00,1.50,4.00,3.00,13.00,0.066,33.88,79.78,1.00,,,,,,,,,,
619,100.00,3.00,2.00,1.50,3.00,3.50,16.00,0.066,55.85,79.62,1.00,,,,,,,,,,
620,125.00,1.00,4.00,3.00,2.50,3.50,22.00,1.058,409.12,79.43,2.00,,,,,,,,,,
621,75.00,3.00,6.00,3.00,4.00,4.00,22.00,0.033,9.80,79.05,1.00,,,,,,,,,,
622,125.00,1.00,4.00,3.00,2.50,3.50,16.00,0.033,17.87,78.99,1.00,,,,,,,,,,
623,150.00,1.50,6.00,2.00,2.00,3.50,16.00,0.066,97.08,78.84,1.00,,,,,,,,,,
624,75.00,2.00,4.00,2.00,3.00,3.00,19.00,0.529,128.37,78.79,2.00,,,,,,,,,,
625,175.00,1.00,6.00,2.50,3.00,2.50,19.00,0.264,152.12,78.71,1.00,,,,,,,,,,
626,75.00,2.50,5.00,2.50,3.50,3.50,22.00,0.264,67.59,78.71,2.00,,,,,,,,,,
627,100.00,3.00,2.00,1.50,3.00,3.50,19.00,0.529,392.62,78.50,2.00,,,,,,,,,,
628,75.00,2.00,4.00,2.00,3.00,3.00,10.00,0.066,30.87,78.46,1.00,,,,,,,,,,
629,100.00,2.81,2.00,1.50,2.99,3.58,14.00,0.050,48.31,78.43,1.00,,,,,,,,,,
630,125.00,2.00,6.00,1.50,3.50,2.00,13.00,0.132,85.14,78.04,1.00,,,,,,,,,,
631,100.00,3.00,2.00,1.50,3.00,3.50,19.00,0.132,100.00,78.01,2.00,,,,,,,,,,
632,150.00,1.00,5.00,1.50,4.00,3.00,13.00,0.132,72.48,78.01,1.00,,,,,,,,,,
633,75.00,2.00,4.00,2.00,3.00,3.00,16.00,0.264,79.11,77.82,2.00,,,,,,,,,,
634,100.00,1.00,3.00,2.00,3.50,4.00,16.00,0.529,153.85,77.69,2.00,,,,,,,,,,
635,175.00,1.00,5.96,2.50,3.02,2.49,14.00,0.100,81.49,77.31,1.00,,,,,,,,,,
636,150.00,1.50,6.00,2.00,2.00,3.50,13.00,0.066,127.18,77.22,1.00,,,,,,,,,,
637,100.00,1.96,4.87,2.97,2.00,2.44,8.00,0.100,136.58,77.11,1.00,,,,,,,,,,
638,75.00,1.50,3.00,1.50,2.50,2.50,10.00,0.529,205.96,76.78,2.00,,,,,,,,,,
639,150.00,1.00,5.00,1.50,4.00,3.00,10.00,0.264,198.39,76.69,1.00,,,,,,,,,,
640,150.00,1.50,6.00,2.00,2.00,3.50,22.00,0.033,38.36,76.69,1.00,,,,,,,,,,
641,175.00,1.00,6.00,2.50,3.00,2.50,13.00,0.132,120.56,76.61,1.00,,,,,,,,,,
642,100.00,1.50,4.00,2.50,4.00,2.00,22.00,0.529,89.50,76.56,2.00,,,,,,,,,,
643,175.00,1.49,2.02,2.99,3.49,2.98,20.00,0.150,131.28,76.55,1.00,,,,,,,,,,
644,125.00,1.00,4.00,3.00,2.50,3.50,6.04,0.070,116.25,76.35,1.00,,,,,,,,,,
645,150.00,1.50,6.00,2.00,2.00,3.50,19.00,0.066,90.10,76.33,1.00,,,,,,,,,,
646,125.00,1.50,5.00,1.00,3.00,4.00,16.00,0.066,55.52,76.30,1.00,,,,,,,,,,
647,175.00,1.00,6.00,2.50,3.00,2.50,19.00,0.132,83.61,76.27,1.00,,,,,,,,,,
648,175.00,1.49,2.02,2.99,3.49,2.98,20.00,0.100,89.37,76.02,1.00,,,,,,,,,,
649,125.00,2.00,6.00,1.50,3.50,2.00,16.00,0.132,75.02,75.96,1.00,,,,,,,,,,
650,75.00,2.02,4.02,2.06,3.04,2.94,8.00,0.050,31.55,75.91,1.00,,,,,,,,,,
651,75.00,1.00,2.00,1.00,2.00,2.00,6.00,0.066,31.76,75.76,1.00,,,,,,,,,,
652,175.00,1.00,6.00,2.50,3.00,2.50,16.00,0.264,205.15,75.45,1.00,,,,,,,,,,
653,100.00,2.81,2.00,1.50,2.99,3.58,20.00,0.150,115.17,75.18,2.00,,,,,,,,,,
654,75.00,2.00,4.00,2.00,3.00,3.00,22.00,1.058,255.86,75.12,2.00,,,,,,,,,,
655,100.00,2.81,2.00,1.50,2.99,3.58,20.00,0.200,154.26,75.07,2.00,,,,,,,,,,
656,75.00,3.00,6.00,3.00,4.00,4.00,8.00,0.100,95.51,74.98,1.00,,,,,,,,,,
657,75.00,2.00,4.00,2.00,3.00,3.00,19.00,0.033,9.32,74.97,1.00,,,,,,,,,,
658,100.00,3.00,2.00,1.50,3.00,3.50,19.00,0.066,56.41,74.94,1.00,,,,,,,,,,
659,75.00,1.50,3.00,1.50,2.50,2.50,10.00,1.058,445.04,74.82,2.00,,,,,,,,,,
660,100.00,2.50,6.00,1.00,2.50,3.00,19.00,0.132,100.00,74.81,1.00,,,,,,,,,,
661,75.00,2.00,4.00,2.00,3.00,3.00,19.00,0.264,75.27,74.72,2.00,,,,,,,,,,
662,100.00,3.00,2.00,1.50,3.00,3.50,22.00,0.264,196.79,74.70,2.00,,,,,,,,,,
663,100.00,1.96,4.87,2.97,2.00,2.44,8.00,0.150,230.51,74.14,1.00,,,,,,,,,,
664,175.00,1.00,5.96,2.50,3.02,2.49,14.00,0.150,140.85,73.75,1.00,,,,,,,,,,
665,100.00,2.00,5.00,3.00,2.00,2.50,10.00,0.066,86.81,73.54,1.00,,,,,,,,,,
666,175.00,1.00,5.96,2.50,3.02,2.49,13.00,0.260,269.63,73.13,1.00,,,,,,,,,,
667,75.00,3.00,6.00,3.00,4.00,4.00,13.00,0.066,41.95,73.10,1.00,,,,,,,,,,
668,75.00,2.00,4.00,2.00,3.00,3.00,13.00,0.066,29.47,73.01,1.00,,,,,,,,,,
669,100.00,1.00,3.00,2.00,3.50,4.00,16.00,1.058,373.24,72.85,2.00,,,,,,,,,,
670,100.00,3.00,2.00,1.50,3.00,3.50,22.00,0.132,106.25,72.81,2.00,,,,,,,,,,
671,75.00,2.50,5.00,2.50,3.50,3.50,13.00,0.066,36.13,72.80,1.00,,,,,,,,,,
672,100.00,1.96,4.87,2.97,2.00,2.44,8.00,0.200,324.83,72.78,1.00,,,,,,,,,,
673,75.00,3.00,6.00,3.00,4.00,4.00,8.00,0.150,156.94,72.73,1.00,,,,,,,,,,
674,125.00,1.00,4.00,3.00,2.50,3.50,10.00,0.132,147.08,72.64,1.00,,,,,,,,,,
675,100.00,1.00,3.00,2.00,3.50,4.00,6.00,0.066,63.34,72.41,1.00,,,,,,,,,,
676,75.00,1.50,3.00,1.50,2.50,2.50,10.00,0.264,123.99,72.17,2.00,,,,,,,,,,
677,125.00,1.00,4.00,3.00,2.50,3.50,16.00,0.066,46.98,72.12,1.00,,,,,,,,,,
678,100.00,2.00,5.00,3.00,2.00,2.50,16.00,0.033,28.88,72.02,1.00,,,,,,,,,,
679,100.00,1.00,3.00,2.00,3.50,4.00,19.00,0.529,162.85,71.99,2.00,,,,,,,,,,
680,125.00,1.00,4.00,3.00,2.50,3.50,13.00,0.066,58.27,71.93,1.00,,,,,,,,,,
681,75.00,1.00,2.00,1.00,2.00,2.00,10.00,0.033,11.21,71.76,1.00,,,,,,,,,,
682,75.00,2.00,4.00,2.00,3.00,3.00,22.00,0.033,9.17,71.76,1.00,,,,,,,,,,
683,100.00,2.81,2.00,1.50,2.99,3.58,20.00,0.100,88.65,71.66,2.00,,,,,,,,,,
684,175.00,1.00,5.96,2.50,3.02,2.49,14.00,0.200,204.85,71.64,1.00,,,,,,,,,,
685,100.00,2.00,5.00,3.00,2.00,2.50,13.00,0.066,72.53,71.54,1.00,,,,,,,,,,
686,100.00,1.00,3.00,2.00,3.50,4.00,16.00,0.033,12.41,71.36,1.00,,,,,,,,,,
687,100.00,1.50,4.00,2.50,4.00,2.00,13.00,0.132,46.82,71.33,1.00,,,,,,,,,,
688,125.00,1.00,4.00,3.00,2.50,3.50,8.00,0.050,73.40,71.32,1.00,,,,,,,,,,
689,125.00,1.00,4.00,3.00,2.50,3.50,10.00,0.264,311.04,71.31,1.00,,,,,,,,,,
690,75.00,2.00,4.00,2.00,3.00,3.00,22.00,0.529,150.30,71.19,2.00,,,,,,,,,,
691,75.00,2.50,5.00,2.50,3.50,3.50,16.00,0.066,31.53,71.09,1.00,,,,,,,,,,
692,100.00,2.00,5.00,3.00,2.00,2.50,10.00,0.132,193.55,70.92,1.00,,,,,,,,,,
693,175.00,1.00,5.96,2.50,3.02,2.49,20.00,0.050,37.01,70.88,1.00,,,,,,,,,,
694,125.00,1.50,5.00,1.00,3.00,4.00,19.00,0.066,58.39,70.85,1.00,,,,,,,,,,
695,75.00,3.00,6.00,3.00,4.00,4.00,8.00,0.200,227.21,70.76,1.00,,,,,,,,,,
696,100.00,3.00,2.00,1.50,3.00,3.50,22.00,0.066,58.16,70.64,2.00,,,,,,,,,,
697,75.00,2.50,5.00,2.50,3.50,3.50,22.00,0.132,46.88,70.57,2.00,,,,,,,,,,
698,75.00,1.50,3.00,1.50,2.50,2.50,19.00,0.033,8.77,70.45,1.00,,,,,,,,,,
699,175.00,1.00,6.00,2.50,3.00,2.50,19.00,0.066,53.38,70.30,1.00,,,,,,,,,,
700,75.00,3.00,6.00,3.00,4.00,4.00,19.00,0.066,32.30,70.28,1.00,,,,,,,,,,
701,75.00,2.00,4.00,2.00,3.00,3.00,22.00,0.264,78.38,70.20,2.00,,,,,,,,,,
702,100.00,2.81,2.00,1.50,2.99,3.58,22.00,0.131,113.27,69.96,2.00,,,,,,,,,,
703,100.00,1.00,3.00,2.00,3.50,4.00,22.00,0.529,154.99,69.69,2.00,,,,,,,,,,
704,175.00,1.00,6.00,2.50,3.00,2.50,22.00,0.132,94.92,69.62,1.00,,,,,,,,,,
705,100.00,1.96,4.87,2.97,2.00,2.44,14.00,0.050,53.46,69.43,1.00,,,,,,,,,,
706,75.00,3.00,6.00,3.00,4.00,4.00,22.00,0.066,28.94,69.43,1.00,,,,,,,,,,
707,100.00,1.00,3.00,2.00,3.50,4.00,10.00,0.066,43.49,69.23,1.00,,,,,,,,,,
708,100.00,1.50,4.00,2.50,4.00,2.00,10.00,0.264,133.80,69.12,1.00,,,,,,,,,,
709,150.00,1.00,5.00,1.50,4.00,3.00,16.00,0.066,42.47,69.05,1.00,,,,,,,,,,
710,125.00,1.00,4.00,3.00,2.50,3.50,13.00,0.132,131.97,69.01,1.00,,,,,,,,,,
711,75.00,3.00,6.00,3.00,4.00,4.00,14.00,0.050,35.48,68.70,1.00,,,,,,,,,,
712,100.00,1.50,4.00,2.50,4.00,2.00,22.00,0.264,62.08,68.65,2.00,,,,,,,,,,
713,75.00,1.50,3.00,1.50,2.50,2.50,13.00,1.058,444.15,68.60,2.00,,,,,,,,,,
714,175.00,1.00,6.00,2.50,3.00,2.50,22.00,0.066,50.17,68.35,1.00,,,,,,,,,,
715,75.00,1.50,3.00,1.50,2.50,2.50,16.00,0.033,11.52,68.13,1.00,,,,,,,,,,
716,75.00,1.50,3.00,1.50,2.50,2.50,22.00,0.033,8.55,67.66,1.00,,,,,,,,,,
717,75.00,2.02,4.02,2.06,3.04,2.94,8.00,0.100,89.44,67.57,1.00,,,,,,,,,,
718,175.00,1.00,6.00,2.50,3.00,2.50,16.00,0.132,143.62,67.44,1.00,,,,,,,,,,
719,150.00,1.00,5.00,1.50,4.00,3.00,22.00,0.132,66.44,67.39,1.00,,,,,,,,,,
720,125.00,1.00,4.00,3.00,2.50,3.50,8.00,0.100,175.76,67.17,1.00,,,,,,,,,,
721,75.00,1.00,2.00,1.00,2.00,2.00,13.00,0.066,21.05,67.15,1.00,,,,,,,,,,
722,75.00,1.00,2.00,1.00,2.00,2.00,13.00,0.033,10.69,66.81,1.00,,,,,,,,,,
723,75.00,3.00,6.00,3.00,4.00,4.00,10.00,0.132,143.24,66.75,1.00,,,,,,,,,,
724,100.00,2.00,5.00,3.00,2.00,2.50,19.00,0.033,30.63,66.69,1.00,,,,,,,,,,
725,75.00,1.50,3.00,1.50,2.50,2.50,13.00,0.529,243.13,66.56,2.00,,,,,,,,,,
726,75.00,1.00,2.00,1.00,2.00,2.00,10.00,0.066,28.57,66.19,1.00,,,,,,,,,,
727,125.00,1.50,5.00,1.00,3.00,4.00,22.00,0.066,62.54,65.94,1.00,,,,,,,,,,
728,100.00,1.00,3.00,2.00,3.50,4.00,19.00,1.058,429.53,65.64,2.00,,,,,,,,,,
729,75.00,1.50,3.00,1.50,2.50,2.50,13.00,0.264,126.76,65.64,2.00,,,,,,,,,,
730,125.00,2.00,6.00,1.50,3.50,2.00,22.00,0.066,42.35,65.60,1.00,,,,,,,,,,
731,75.00,2.50,5.00,2.50,3.50,3.50,19.00,0.066,33.99,65.47,1.00,,,,,,,,,,
732,100.00,2.00,5.00,3.00,2.00,2.50,16.00,0.066,78.38,65.05,1.00,,,,,,,,,,
733,100.00,1.50,4.00,2.50,4.00,2.00,16.00,0.132,50.27,65.01,1.00,,,,,,,,,,
734,125.00,1.00,4.00,3.00,2.50,3.50,8.00,0.150,293.96,64.77,1.00,,,,,,,,,,
735,75.00,2.50,5.00,2.50,3.50,3.50,22.00,0.066,30.41,64.71,1.00,,,,,,,,,,
736,100.00,2.81,2.00,1.50,2.99,3.58,20.00,0.050,60.79,64.50,1.00,,,,,,,,,,
737,150.00,1.00,5.00,1.50,4.00,3.00,19.00,0.066,43.94,64.47,1.00,,,,,,,,,,
738,75.00,2.50,5.00,2.50,3.50,3.50,10.00,0.132,135.36,64.46,1.00,,,,,,,,,,
739,100.00,1.00,3.00,2.00,3.50,4.00,19.00,0.264,114.77,64.21,2.00,,,,,,,,,,
