Experiment,Orifice width,Aspect ratio,Expansion ratio,Normalized orifice length,Normalized water inlet,Normalized oil inlet,Flow rate ratio,Capillary corrected,Rate,Size,regime,Monodispersity
481,100,1.5,4.0,2.5,4.0,2.0,13.0,0.529,75.79,96.44,2,0.8
483,100,3.0,2.0,1.5,3.0,3.5,13.0,0.132,77.49,96.39,2,3.34
493,100,1.0,3.0,2.0,3.5,4.0,10.0,0.529,133.87,95.18,2,5.05
495,150,2.0,2.0,2.5,2.5,4.0,22.0,0.264,193.55,94.87,2,6.34
498,75,3.0,6.0,3.0,4.0,4.0,22.0,1.058,182.46,94.7,2,0.98
499,75,2.5,5.0,2.5,3.5,3.5,16.0,1.058,213.52,94.68,2,0.68
502,75,3.0,6.0,3.0,4.0,4.0,19.0,0.264,53.44,94.33,2,7.06
504,125,1.0,4.0,3.0,2.5,3.5,13.0,1.058,415.55,94.17,2,7.0
510,125,1.5,5.0,1.0,3.0,4.0,22.0,0.132,43.57,93.72,2,9.1
512,100,3.0,2.0,1.5,3.0,3.5,13.0,0.529,340.03,93.46,2,6.04
513,125,2.5,2.0,2.0,4.0,2.5,19.0,0.264,86.96,93.45,2,3.93
515,100,1.5,4.0,2.5,4.0,2.0,16.0,1.058,135.72,93.37,2,1.01
516,100,2.5,6.0,1.0,2.5,3.0,22.0,0.132,44.45,93.34,2,3.6
517,75,3.0,6.0,3.0,4.0,4.0,22.0,0.529,95.37,93.31,2,2.32
519,75,2.0,4.0,2.0,3.0,3.0,13.0,1.058,228.49,92.96,2,1.9
520,100,1.96,4.87,2.97,2.0,2.44,19.22,0.26,84.52,92.87,2,1.19
521,125,1.0,4.0,3.0,2.5,3.5,16.0,1.058,352.46,92.83,2,12.54
522,100,1.0,3.0,2.0,3.5,4.0,10.0,1.058,291.95,92.47,2,11.98
523,100,2.0,5.0,3.0,2.0,2.5,22.0,0.264,79.38,92.47,2,1.58
525,75,3.0,6.0,3.0,4.0,4.0,22.0,0.264,49.22,92.32,2,3.2
528,125,2.5,2.0,2.0,4.0,2.5,22.0,0.264,78.27,92.17,2,3.0
529,100,2.0,5.0,3.0,2.0,2.5,22.0,0.529,161.07,92.03,2,1.12
531,125,1.0,4.0,3.0,2.5,3.5,16.0,0.529,182.76,91.71,2,4.32
535,150,2.0,2.0,2.5,2.5,4.0,22.0,0.529,437.46,91.08,2,7.7
537,75,2.0,4.0,2.0,3.0,3.0,13.0,0.529,122.47,90.83,2,4.82
538,125,1.5,5.0,1.0,3.0,4.0,19.0,0.132,55.59,90.74,2,4.88
539,75,2.5,5.0,2.5,3.5,3.5,16.0,0.264,60.73,90.7,2,1.98
541,100,3.0,2.0,1.5,3.0,3.5,16.0,0.264,152.22,90.48,2,3.42
542,100,1.5,4.0,2.5,4.0,2.0,16.0,0.529,75.07,90.28,2,1.09
545,100,2.81,2.0,1.5,2.99,3.58,13.0,0.26,179.88,89.86,2,1.59
548,75,2.5,5.0,2.5,3.5,3.5,16.0,0.529,126.68,89.43,2,1.42
551,75,3.0,6.0,3.0,4.0,4.0,20.0,0.2,45.58,89.07,2,1.39
554,75,2.5,5.0,2.5,3.5,3.5,19.0,1.058,216.73,88.97,2,1.25
555,100,3.0,2.0,1.5,3.0,3.5,16.0,0.529,320.47,88.95,2,4.63
558,100,1.0,3.0,2.0,3.5,4.0,13.0,0.529,127.86,88.55,2,1.07
560,75,3.0,6.0,3.0,4.0,4.0,20.0,0.15,34.92,88.43,2,3.11
562,100,1.96,4.87,2.97,2.0,2.44,20.0,0.2,72.9,88.25,2,3.08
568,150,2.0,2.0,2.5,2.5,4.0,22.0,0.066,63.43,86.69,2,4.35
570,75,2.5,5.0,2.5,3.5,3.5,19.0,0.529,117.41,86.62,2,1.17
575,100,1.5,4.0,2.5,4.0,2.0,19.0,1.058,145.78,86.09,2,1.11
579,75,2.5,5.0,2.5,3.5,3.5,22.0,1.058,211.01,85.48,2,1.88
580,75,2.0,4.0,2.0,3.0,3.0,16.0,1.058,239.41,85.4,2,3.04
581,125,1.0,4.0,3.0,2.5,3.5,19.0,0.529,192.95,85.05,2,4.04
583,75,2.5,5.0,2.5,3.5,3.5,19.0,0.264,62.37,84.89,2,2.51
584,100,2.81,2.0,1.5,2.99,3.58,14.0,0.2,153.53,84.68,2,1.55
586,100,2.81,2.0,1.5,2.99,3.58,14.0,0.15,115.63,84.56,2,1.48
590,100,1.5,4.0,2.5,4.0,2.0,19.0,0.529,77.76,84.26,2,0.61
592,75,2.0,4.0,2.0,3.0,3.0,13.0,0.264,77.49,83.97,2,0.49
594,100,3.0,2.0,1.5,3.0,3.5,16.0,0.132,95.84,83.79,2,1.64
596,75,2.5,5.0,2.5,3.5,3.5,22.0,0.529,112.77,83.61,2,1.84
600,100,3.0,2.0,1.5,3.0,3.5,19.0,0.264,163.64,83.41,2,6.19
601,100,2.81,2.0,1.5,2.99,3.58,14.0,0.1,81.02,83.17,2,2.28
602,125,1.0,4.0,3.0,2.5,3.5,19.0,1.058,414.49,83.05,2,9.46
604,125,1.0,4.0,3.0,2.5,3.5,22.0,0.529,183.75,82.32,2,3.38
606,100,1.5,4.0,2.5,4.0,2.0,22.0,1.058,147.89,81.6,2,1.37
607,100,3.0,2.0,1.5,3.0,3.5,22.0,0.529,307.07,81.14,2,3.55
609,75,2.0,4.0,2.0,3.0,3.0,16.0,0.529,140.69,80.93,2,2.09
610,100,1.0,3.0,2.0,3.5,4.0,13.0,1.058,338.46,80.65,2,5.7
617,75,2.0,4.0,2.0,3.0,3.0,19.0,1.058,246.65,79.85,2,2.88
620,125,1.0,4.0,3.0,2.5,3.5,22.0,1.058,409.12,79.43,2,6.84
624,75,2.0,4.0,2.0,3.0,3.0,19.0,0.529,128.37,78.79,2,5.82
626,75,2.5,5.0,2.5,3.5,3.5,22.0,0.264,67.59,78.71,2,2.16
627,100,3.0,2.0,1.5,3.0,3.5,19.0,0.529,392.62,78.5,2,4.5
631,100,3.0,2.0,1.5,3.0,3.5,19.0,0.132,100.0,78.01,2,3.92
633,75,2.0,4.0,2.0,3.0,3.0,16.0,0.264,79.11,77.82,2,1.16
634,100,1.0,3.0,2.0,3.5,4.0,16.0,0.529,153.85,77.69,2,1.19
638,75,1.5,3.0,1.5,2.5,2.5,10.0,0.529,205.96,76.78,2,2.86
642,100,1.5,4.0,2.5,4.0,2.0,22.0,0.529,89.5,76.56,2,1.22
653,100,2.81,2.0,1.5,2.99,3.58,20.0,0.15,115.17,75.18,2,1.43
654,75,2.0,4.0,2.0,3.0,3.0,22.0,1.058,255.86,75.12,2,2.48
655,100,2.81,2.0,1.5,2.99,3.58,20.0,0.2,154.26,75.07,2,1.74
659,75,1.5,3.0,1.5,2.5,2.5,10.0,1.058,445.04,74.82,2,3.46
661,75,2.0,4.0,2.0,3.0,3.0,19.0,0.264,75.27,74.72,2,1.05
662,100,3.0,2.0,1.5,3.0,3.5,22.0,0.264,196.79,74.7,2,4.24
669,100,1.0,3.0,2.0,3.5,4.0,16.0,1.058,373.24,72.85,2,9.19
670,100,3.0,2.0,1.5,3.0,3.5,22.0,0.132,106.25,72.81,2,5.08
676,75,1.5,3.0,1.5,2.5,2.5,10.0,0.264,123.99,72.17,2,2.43
679,100,1.0,3.0,2.0,3.5,4.0,19.0,0.529,162.85,71.99,2,1.16
683,100,2.81,2.0,1.5,2.99,3.58,20.0,0.1,88.65,71.66,2,1.82
690,75,2.0,4.0,2.0,3.0,3.0,22.0,0.529,150.3,71.19,2,6.3
696,100,3.0,2.0,1.5,3.0,3.5,22.0,0.066,58.16,70.64,2,4.94
697,75,2.5,5.0,2.5,3.5,3.5,22.0,0.132,46.88,70.57,2,9.5
701,75,2.0,4.0,2.0,3.0,3.0,22.0,0.264,78.38,70.2,2,1.79
702,100,2.81,2.0,1.5,2.99,3.58,22.0,0.131,113.27,69.96,2,2.19
703,100,1.0,3.0,2.0,3.5,4.0,22.0,0.529,154.99,69.69,2,0.97
712,100,1.5,4.0,2.5,4.0,2.0,22.0,0.264,62.08,68.65,2,2.35
713,75,1.5,3.0,1.5,2.5,2.5,13.0,1.058,444.15,68.6,2,8.55
725,75,1.5,3.0,1.5,2.5,2.5,13.0,0.529,243.13,66.56,2,2.29
728,100,1.0,3.0,2.0,3.5,4.0,19.0,1.058,429.53,65.64,2,3.95
729,75,1.5,3.0,1.5,2.5,2.5,13.0,0.264,126.76,65.64,2,2.12
739,100,1.0,3.0,2.0,3.5,4.0,19.0,0.264,114.77,64.21,2,1.12
741,75,1.5,3.0,1.5,2.5,2.5,16.0,1.058,451.61,63.66,2,10.52
746,75,1.5,3.0,1.5,2.5,2.5,16.0,0.529,230.23,63.25,2,1.95
756,100,1.0,3.0,2.0,3.5,4.0,22.0,1.058,465.19,60.87,2,3.74
761,75,1.5,3.0,1.5,2.5,2.5,16.0,0.264,132.8,60.31,2,1.2
764,100,1.0,3.0,2.0,3.5,4.0,22.0,0.264,121.98,59.91,2,1.33
765,75,1.0,2.0,1.0,2.0,2.0,10.0,0.529,312.46,59.64,2,3.9
783,75,1.5,3.0,1.5,2.5,2.5,19.0,1.058,497.31,58.21,2,6.08
789,75,1.5,3.0,1.5,2.5,2.5,19.0,0.529,256.02,57.65,2,3.3
805,75,1.5,3.0,1.5,2.5,2.5,22.0,0.529,267.61,54.1,2,4.39
806,75,1.5,3.0,1.5,2.5,2.5,19.0,0.264,156.25,53.94,2,0.89
811,75,1.5,3.0,1.5,2.5,2.5,22.0,0.264,145.16,52.65,2,1.17
816,75,1.0,2.0,1.0,2.0,2.0,13.0,0.529,363.39,51.96,2,1.68
830,75,1.5,3.0,1.5,2.5,2.5,19.0,0.132,102.01,49.35,2,2.05
834,75,1.0,2.0,1.0,2.0,2.0,16.0,0.529,359.25,48.67,2,5.17
840,75,1.5,3.0,1.5,2.5,2.5,22.0,0.132,95.84,47.99,2,2.04
851,75,1.0,2.0,1.0,2.0,2.0,19.0,0.529,396.23,44.49,2,3.89
866,75,1.0,2.0,1.0,2.0,2.0,22.0,0.529,497.65,39.27,2,2.62
881,75,1.253690988,2.18651821,1.1539987390000002,2.041811185,2.281945242,22.0,0.24247485800000002,304.9283807,39.34399717,2,1.769326791
882,75,2.999434865,5.885792798,2.999981744,3.998201337,3.976055455,20.96348771,0.16672057099999998,30.20730503,94.48617909,2,2.9236989589999998
885,100,1.9889973890000001,4.967420955,2.999999409,2.005715564,2.49205898,13.02193868,1.052566941,258.5914298,117.28388059999999,2,3.9169346089999997
886,125,2.494597918,5.996703776,1.27435151,3.7364111610000004,2.064123078,19.12431467,0.528766709,44.88188976,142.97156189999998,2,3.06825578
887,150,2.51072006,3.0,2.99999952,2.99469775,2.000000102,9.919498818,0.528767786,86.5064695,172.9682205,2,1.590263176
888,175,1.074674909,5.999992555,2.4244215469999997,3.000308385,2.427695033,9.441822058,1.057534257,45.89735208,239.06793019999998,2,2.711101099
